Temperature - (Celsius), Year, Statistics, Country, ISO3
27.0483, 2016, Apr Average, Panama, PAN
27.2197, 2016, May Average, Panama, PAN
26.3862, 2016, Jun Average, Panama, PAN
26.4406, 2016, Jul Average, Panama, PAN
26.4094, 2016, Aug Average, Panama, PAN
25.6788, 2016, Sep Average, Panama, PAN
25.5948, 2016, Oct Average, Panama, PAN
24.6856, 2016, Nov Average, Panama, PAN
25.0037, 2016, Dec Average, Panama, PAN
25.7322, 1991, Jan Average, Papua New Guinea, PNG
24.9755, 1991, Feb Average, Papua New Guinea, PNG
25.5016, 1991, Mar Average, Papua New Guinea, PNG
25.7023, 1991, Apr Average, Papua New Guinea, PNG
24.7599, 1991, May Average, Papua New Guinea, PNG
24.7567, 1991, Jun Average, Papua New Guinea, PNG
24.3079, 1991, Jul Average, Papua New Guinea, PNG
24.2804, 1991, Aug Average, Papua New Guinea, PNG
24.5405, 1991, Sep Average, Papua New Guinea, PNG
24.9045, 1991, Oct Average, Papua New Guinea, PNG
25.5095, 1991, Nov Average, Papua New Guinea, PNG
25.9782, 1991, Dec Average, Papua New Guinea, PNG
26.0198, 1992, Jan Average, Papua New Guinea, PNG
25.6822, 1992, Feb Average, Papua New Guinea, PNG
26.0447, 1992, Mar Average, Papua New Guinea, PNG
25.2003, 1992, Apr Average, Papua New Guinea, PNG
25.4197, 1992, May Average, Papua New Guinea, PNG
24.7558, 1992, Jun Average, Papua New Guinea, PNG
24.2932, 1992, Jul Average, Papua New Guinea, PNG
24.7279, 1992, Aug Average, Papua New Guinea, PNG
25.9063, 1992, Sep Average, Papua New Guinea, PNG
25.4301, 1992, Oct Average, Papua New Guinea, PNG
25.8187, 1992, Nov Average, Papua New Guinea, PNG
25.7194, 1992, Dec Average, Papua New Guinea, PNG
25.2252, 1993, Jan Average, Papua New Guinea, PNG
25.176, 1993, Feb Average, Papua New Guinea, PNG
25.4144, 1993, Mar Average, Papua New Guinea, PNG
25.0687, 1993, Apr Average, Papua New Guinea, PNG
25.2523, 1993, May Average, Papua New Guinea, PNG
24.7091, 1993, Jun Average, Papua New Guinea, PNG
24.7239, 1993, Jul Average, Papua New Guinea, PNG
24.1337, 1993, Aug Average, Papua New Guinea, PNG
25.1038, 1993, Sep Average, Papua New Guinea, PNG
25.5553, 1993, Oct Average, Papua New Guinea, PNG
25.8614, 1993, Nov Average, Papua New Guinea, PNG
25.4836, 1993, Dec Average, Papua New Guinea, PNG
26.0452, 1994, Jan Average, Papua New Guinea, PNG
25.6132, 1994, Feb Average, Papua New Guinea, PNG
25.8065, 1994, Mar Average, Papua New Guinea, PNG
25.3337, 1994, Apr Average, Papua New Guinea, PNG
25.1567, 1994, May Average, Papua New Guinea, PNG
24.4405, 1994, Jun Average, Papua New Guinea, PNG
24.1094, 1994, Jul Average, Papua New Guinea, PNG
24.1922, 1994, Aug Average, Papua New Guinea, PNG
24.2776, 1994, Sep Average, Papua New Guinea, PNG
25.376, 1994, Oct Average, Papua New Guinea, PNG
25.3112, 1994, Nov Average, Papua New Guinea, PNG
25.4847, 1994, Dec Average, Papua New Guinea, PNG
25.8022, 1995, Jan Average, Papua New Guinea, PNG
25.5112, 1995, Feb Average, Papua New Guinea, PNG
25.4733, 1995, Mar Average, Papua New Guinea, PNG
25.6843, 1995, Apr Average, Papua New Guinea, PNG
24.912, 1995, May Average, Papua New Guinea, PNG
24.5826, 1995, Jun Average, Papua New Guinea, PNG
24.1586, 1995, Jul Average, Papua New Guinea, PNG
24.0338, 1995, Aug Average, Papua New Guinea, PNG
24.67, 1995, Sep Average, Papua New Guinea, PNG
24.8066, 1995, Oct Average, Papua New Guinea, PNG
26.1533, 1995, Nov Average, Papua New Guinea, PNG
25.3273, 1995, Dec Average, Papua New Guinea, PNG
25.462, 1996, Jan Average, Papua New Guinea, PNG
25.1513, 1996, Feb Average, Papua New Guinea, PNG
25.2488, 1996, Mar Average, Papua New Guinea, PNG
25.48, 1996, Apr Average, Papua New Guinea, PNG
24.9263, 1996, May Average, Papua New Guinea, PNG
25.0906, 1996, Jun Average, Papua New Guinea, PNG
23.5641, 1996, Jul Average, Papua New Guinea, PNG
24.3362, 1996, Aug Average, Papua New Guinea, PNG
24.9166, 1996, Sep Average, Papua New Guinea, PNG
24.9811, 1996, Oct Average, Papua New Guinea, PNG
25.4578, 1996, Nov Average, Papua New Guinea, PNG
25.7583, 1996, Dec Average, Papua New Guinea, PNG
24.9895, 1997, Jan Average, Papua New Guinea, PNG
25.4171, 1997, Feb Average, Papua New Guinea, PNG
25.1658, 1997, Mar Average, Papua New Guinea, PNG
24.4982, 1997, Apr Average, Papua New Guinea, PNG
24.359, 1997, May Average, Papua New Guinea, PNG
24.4089, 1997, Jun Average, Papua New Guinea, PNG
24.206, 1997, Jul Average, Papua New Guinea, PNG
23.4931, 1997, Aug Average, Papua New Guinea, PNG
24.8214, 1997, Sep Average, Papua New Guinea, PNG
24.7915, 1997, Oct Average, Papua New Guinea, PNG
25.3103, 1997, Nov Average, Papua New Guinea, PNG
25.8373, 1997, Dec Average, Papua New Guinea, PNG
25.4028, 1998, Jan Average, Papua New Guinea, PNG
26.098, 1998, Feb Average, Papua New Guinea, PNG
25.5911, 1998, Mar Average, Papua New Guinea, PNG
26.399, 1998, Apr Average, Papua New Guinea, PNG
25.8902, 1998, May Average, Papua New Guinea, PNG
25.4699, 1998, Jun Average, Papua New Guinea, PNG
25.2518, 1998, Jul Average, Papua New Guinea, PNG
24.9158, 1998, Aug Average, Papua New Guinea, PNG
25.574, 1998, Sep Average, Papua New Guinea, PNG
26.2614, 1998, Oct Average, Papua New Guinea, PNG
25.7817, 1998, Nov Average, Papua New Guinea, PNG
25.3191, 1998, Dec Average, Papua New Guinea, PNG
25.6045, 1999, Jan Average, Papua New Guinea, PNG
25.4215, 1999, Feb Average, Papua New Guinea, PNG
25.277, 1999, Mar Average, Papua New Guinea, PNG
25.1138, 1999, Apr Average, Papua New Guinea, PNG
24.8983, 1999, May Average, Papua New Guinea, PNG
25.2145, 1999, Jun Average, Papua New Guinea, PNG
23.9889, 1999, Jul Average, Papua New Guinea, PNG
24.0421, 1999, Aug Average, Papua New Guinea, PNG
24.4994, 1999, Sep Average, Papua New Guinea, PNG
25.4714, 1999, Oct Average, Papua New Guinea, PNG
25.5014, 1999, Nov Average, Papua New Guinea, PNG
25.0674, 1999, Dec Average, Papua New Guinea, PNG
25.5169, 2000, Jan Average, Papua New Guinea, PNG
25.0594, 2000, Feb Average, Papua New Guinea, PNG
25.2539, 2000, Mar Average, Papua New Guinea, PNG
25.4965, 2000, Apr Average, Papua New Guinea, PNG
25.1262, 2000, May Average, Papua New Guinea, PNG
23.6697, 2000, Jun Average, Papua New Guinea, PNG
23.6809, 2000, Jul Average, Papua New Guinea, PNG
24.0523, 2000, Aug Average, Papua New Guinea, PNG
24.9098, 2000, Sep Average, Papua New Guinea, PNG
25.6574, 2000, Oct Average, Papua New Guinea, PNG
25.9103, 2000, Nov Average, Papua New Guinea, PNG
24.7802, 2000, Dec Average, Papua New Guinea, PNG
25.1461, 2001, Jan Average, Papua New Guinea, PNG
25.1538, 2001, Feb Average, Papua New Guinea, PNG
25.4575, 2001, Mar Average, Papua New Guinea, PNG
25.541, 2001, Apr Average, Papua New Guinea, PNG
24.6969, 2001, May Average, Papua New Guinea, PNG
25.0477, 2001, Jun Average, Papua New Guinea, PNG
23.7305, 2001, Jul Average, Papua New Guinea, PNG
24.3316, 2001, Aug Average, Papua New Guinea, PNG
25.1605, 2001, Sep Average, Papua New Guinea, PNG
25.5834, 2001, Oct Average, Papua New Guinea, PNG
26.1209, 2001, Nov Average, Papua New Guinea, PNG
26.0086, 2001, Dec Average, Papua New Guinea, PNG
25.8337, 2002, Jan Average, Papua New Guinea, PNG
25.7966, 2002, Feb Average, Papua New Guinea, PNG
25.4399, 2002, Mar Average, Papua New Guinea, PNG
25.5003, 2002, Apr Average, Papua New Guinea, PNG
25.337, 2002, May Average, Papua New Guinea, PNG
24.9056, 2002, Jun Average, Papua New Guinea, PNG
24.0711, 2002, Jul Average, Papua New Guinea, PNG
24.2669, 2002, Aug Average, Papua New Guinea, PNG
24.9505, 2002, Sep Average, Papua New Guinea, PNG
25.6168, 2002, Oct Average, Papua New Guinea, PNG
25.6649, 2002, Nov Average, Papua New Guinea, PNG
26.0832, 2002, Dec Average, Papua New Guinea, PNG
25.3638, 2003, Jan Average, Papua New Guinea, PNG
25.8933, 2003, Feb Average, Papua New Guinea, PNG
25.215, 2003, Mar Average, Papua New Guinea, PNG
25.7599, 2003, Apr Average, Papua New Guinea, PNG
25.5743, 2003, May Average, Papua New Guinea, PNG
25.5508, 2003, Jun Average, Papua New Guinea, PNG
24.6106, 2003, Jul Average, Papua New Guinea, PNG
24.2036, 2003, Aug Average, Papua New Guinea, PNG
24.7298, 2003, Sep Average, Papua New Guinea, PNG
25.8045, 2003, Oct Average, Papua New Guinea, PNG
25.9347, 2003, Nov Average, Papua New Guinea, PNG
26.3214, 2003, Dec Average, Papua New Guinea, PNG
26.2544, 2004, Jan Average, Papua New Guinea, PNG
25.7877, 2004, Feb Average, Papua New Guinea, PNG
25.5881, 2004, Mar Average, Papua New Guinea, PNG
25.4596, 2004, Apr Average, Papua New Guinea, PNG
25.5757, 2004, May Average, Papua New Guinea, PNG
24.4247, 2004, Jun Average, Papua New Guinea, PNG
24.1783, 2004, Jul Average, Papua New Guinea, PNG
23.6734, 2004, Aug Average, Papua New Guinea, PNG
24.4987, 2004, Sep Average, Papua New Guinea, PNG
25.4807, 2004, Oct Average, Papua New Guinea, PNG
25.6883, 2004, Nov Average, Papua New Guinea, PNG
25.6502, 2004, Dec Average, Papua New Guinea, PNG
25.4158, 2005, Jan Average, Papua New Guinea, PNG
25.9006, 2005, Feb Average, Papua New Guinea, PNG
25.5664, 2005, Mar Average, Papua New Guinea, PNG
25.246, 2005, Apr Average, Papua New Guinea, PNG
24.5618, 2005, May Average, Papua New Guinea, PNG
25.1033, 2005, Jun Average, Papua New Guinea, PNG
24.5585, 2005, Jul Average, Papua New Guinea, PNG
23.9334, 2005, Aug Average, Papua New Guinea, PNG
24.6369, 2005, Sep Average, Papua New Guinea, PNG
25.7979, 2005, Oct Average, Papua New Guinea, PNG
25.8139, 2005, Nov Average, Papua New Guinea, PNG
26.0614, 2005, Dec Average, Papua New Guinea, PNG
25.5601, 2006, Jan Average, Papua New Guinea, PNG
25.6643, 2006, Feb Average, Papua New Guinea, PNG
25.3801, 2006, Mar Average, Papua New Guinea, PNG
25.525, 2006, Apr Average, Papua New Guinea, PNG
25.2724, 2006, May Average, Papua New Guinea, PNG
24.6065, 2006, Jun Average, Papua New Guinea, PNG
24.2952, 2006, Jul Average, Papua New Guinea, PNG
24.1465, 2006, Aug Average, Papua New Guinea, PNG
24.5057, 2006, Sep Average, Papua New Guinea, PNG
25.1245, 2006, Oct Average, Papua New Guinea, PNG
25.4072, 2006, Nov Average, Papua New Guinea, PNG
25.4928, 2006, Dec Average, Papua New Guinea, PNG
25.6238, 2007, Jan Average, Papua New Guinea, PNG
25.1333, 2007, Feb Average, Papua New Guinea, PNG
25.3821, 2007, Mar Average, Papua New Guinea, PNG
25.0007, 2007, Apr Average, Papua New Guinea, PNG
25.674, 2007, May Average, Papua New Guinea, PNG
24.6057, 2007, Jun Average, Papua New Guinea, PNG
23.7488, 2007, Jul Average, Papua New Guinea, PNG
24.3901, 2007, Aug Average, Papua New Guinea, PNG
24.584, 2007, Sep Average, Papua New Guinea, PNG
25.5812, 2007, Oct Average, Papua New Guinea, PNG
25.4754, 2007, Nov Average, Papua New Guinea, PNG
25.842, 2007, Dec Average, Papua New Guinea, PNG
25.3005, 2008, Jan Average, Papua New Guinea, PNG
25.3504, 2008, Feb Average, Papua New Guinea, PNG
25.0951, 2008, Mar Average, Papua New Guinea, PNG
24.6897, 2008, Apr Average, Papua New Guinea, PNG
24.4873, 2008, May Average, Papua New Guinea, PNG
24.6684, 2008, Jun Average, Papua New Guinea, PNG
24.0326, 2008, Jul Average, Papua New Guinea, PNG
24.0344, 2008, Aug Average, Papua New Guinea, PNG
25.0669, 2008, Sep Average, Papua New Guinea, PNG
25.307, 2008, Oct Average, Papua New Guinea, PNG
25.8594, 2008, Nov Average, Papua New Guinea, PNG
26.144, 2008, Dec Average, Papua New Guinea, PNG
25.4719, 2009, Jan Average, Papua New Guinea, PNG
25.361, 2009, Feb Average, Papua New Guinea, PNG
25.4133, 2009, Mar Average, Papua New Guinea, PNG
25.7418, 2009, Apr Average, Papua New Guinea, PNG
25.0901, 2009, May Average, Papua New Guinea, PNG
25.0199, 2009, Jun Average, Papua New Guinea, PNG
24.55, 2009, Jul Average, Papua New Guinea, PNG
24.8256, 2009, Aug Average, Papua New Guinea, PNG
25.5969, 2009, Sep Average, Papua New Guinea, PNG
25.4017, 2009, Oct Average, Papua New Guinea, PNG
25.4961, 2009, Nov Average, Papua New Guinea, PNG
25.8231, 2009, Dec Average, Papua New Guinea, PNG
25.3062, 2010, Jan Average, Papua New Guinea, PNG
25.9829, 2010, Feb Average, Papua New Guinea, PNG
25.7049, 2010, Mar Average, Papua New Guinea, PNG
25.9039, 2010, Apr Average, Papua New Guinea, PNG
25.8988, 2010, May Average, Papua New Guinea, PNG
25.6173, 2010, Jun Average, Papua New Guinea, PNG
24.8583, 2010, Jul Average, Papua New Guinea, PNG
25.3047, 2010, Aug Average, Papua New Guinea, PNG
25.7849, 2010, Sep Average, Papua New Guinea, PNG
25.7951, 2010, Oct Average, Papua New Guinea, PNG
25.6447, 2010, Nov Average, Papua New Guinea, PNG
25.8861, 2010, Dec Average, Papua New Guinea, PNG
25.4775, 2011, Jan Average, Papua New Guinea, PNG
25.0543, 2011, Feb Average, Papua New Guinea, PNG
25.6984, 2011, Mar Average, Papua New Guinea, PNG
25.5546, 2011, Apr Average, Papua New Guinea, PNG
24.379, 2011, May Average, Papua New Guinea, PNG
24.1353, 2011, Jun Average, Papua New Guinea, PNG
24.2126, 2011, Jul Average, Papua New Guinea, PNG
24.1997, 2011, Aug Average, Papua New Guinea, PNG
24.4324, 2011, Sep Average, Papua New Guinea, PNG
25.4445, 2011, Oct Average, Papua New Guinea, PNG
25.7008, 2011, Nov Average, Papua New Guinea, PNG
25.9418, 2011, Dec Average, Papua New Guinea, PNG
25.7511, 2012, Jan Average, Papua New Guinea, PNG
25.9338, 2012, Feb Average, Papua New Guinea, PNG
25.2934, 2012, Mar Average, Papua New Guinea, PNG
25.3576, 2012, Apr Average, Papua New Guinea, PNG
25.1832, 2012, May Average, Papua New Guinea, PNG
24.3058, 2012, Jun Average, Papua New Guinea, PNG
24.3006, 2012, Jul Average, Papua New Guinea, PNG
24.3511, 2012, Aug Average, Papua New Guinea, PNG
25.0542, 2012, Sep Average, Papua New Guinea, PNG
25.2736, 2012, Oct Average, Papua New Guinea, PNG
25.4505, 2012, Nov Average, Papua New Guinea, PNG
25.8158, 2012, Dec Average, Papua New Guinea, PNG
25.858, 2013, Jan Average, Papua New Guinea, PNG
25.8967, 2013, Feb Average, Papua New Guinea, PNG
25.6664, 2013, Mar Average, Papua New Guinea, PNG
25.43, 2013, Apr Average, Papua New Guinea, PNG
25.3446, 2013, May Average, Papua New Guinea, PNG
25.0924, 2013, Jun Average, Papua New Guinea, PNG
24.7544, 2013, Jul Average, Papua New Guinea, PNG
24.3803, 2013, Aug Average, Papua New Guinea, PNG
24.8924, 2013, Sep Average, Papua New Guinea, PNG
25.6991, 2013, Oct Average, Papua New Guinea, PNG
25.5824, 2013, Nov Average, Papua New Guinea, PNG
25.5301, 2013, Dec Average, Papua New Guinea, PNG
25.634, 2014, Jan Average, Papua New Guinea, PNG
25.4123, 2014, Feb Average, Papua New Guinea, PNG
25.5459, 2014, Mar Average, Papua New Guinea, PNG
26.0078, 2014, Apr Average, Papua New Guinea, PNG
25.2878, 2014, May Average, Papua New Guinea, PNG
25.0844, 2014, Jun Average, Papua New Guinea, PNG
24.0373, 2014, Jul Average, Papua New Guinea, PNG
24.1745, 2014, Aug Average, Papua New Guinea, PNG
24.6908, 2014, Sep Average, Papua New Guinea, PNG
25.4814, 2014, Oct Average, Papua New Guinea, PNG
25.7625, 2014, Nov Average, Papua New Guinea, PNG
26.0753, 2014, Dec Average, Papua New Guinea, PNG
25.8121, 2015, Jan Average, Papua New Guinea, PNG
25.5753, 2015, Feb Average, Papua New Guinea, PNG
25.6878, 2015, Mar Average, Papua New Guinea, PNG
25.7406, 2015, Apr Average, Papua New Guinea, PNG
25.4875, 2015, May Average, Papua New Guinea, PNG
25.3701, 2015, Jun Average, Papua New Guinea, PNG
24.5605, 2015, Jul Average, Papua New Guinea, PNG
24.3509, 2015, Aug Average, Papua New Guinea, PNG
25.1454, 2015, Sep Average, Papua New Guinea, PNG
25.3194, 2015, Oct Average, Papua New Guinea, PNG
25.7903, 2015, Nov Average, Papua New Guinea, PNG
25.7544, 2015, Dec Average, Papua New Guinea, PNG
25.8074, 2016, Jan Average, Papua New Guinea, PNG
26.1561, 2016, Feb Average, Papua New Guinea, PNG
25.9989, 2016, Mar Average, Papua New Guinea, PNG
25.9956, 2016, Apr Average, Papua New Guinea, PNG
26.2806, 2016, May Average, Papua New Guinea, PNG
25.6402, 2016, Jun Average, Papua New Guinea, PNG
24.9498, 2016, Jul Average, Papua New Guinea, PNG
24.5435, 2016, Aug Average, Papua New Guinea, PNG
25.5247, 2016, Sep Average, Papua New Guinea, PNG
25.5473, 2016, Oct Average, Papua New Guinea, PNG
25.8642, 2016, Nov Average, Papua New Guinea, PNG
26.0808, 2016, Dec Average, Papua New Guinea, PNG
27.7435, 1991, Jan Average, Paraguay, PRY
26.7139, 1991, Feb Average, Paraguay, PRY
26.4794, 1991, Mar Average, Paraguay, PRY
23.8111, 1991, Apr Average, Paraguay, PRY
21.4753, 1991, May Average, Paraguay, PRY
19.2716, 1991, Jun Average, Paraguay, PRY
18.418, 1991, Jul Average, Paraguay, PRY
20.8788, 1991, Aug Average, Paraguay, PRY
23.3931, 1991, Sep Average, Paraguay, PRY
23.744, 1991, Oct Average, Paraguay, PRY
24.9343, 1991, Nov Average, Paraguay, PRY
27.5283, 1991, Dec Average, Paraguay, PRY
27.032, 1992, Jan Average, Paraguay, PRY
26.9866, 1992, Feb Average, Paraguay, PRY
24.8762, 1992, Mar Average, Paraguay, PRY
22.5814, 1992, Apr Average, Paraguay, PRY
20.6867, 1992, May Average, Paraguay, PRY
20.8837, 1992, Jun Average, Paraguay, PRY
15.0653, 1992, Jul Average, Paraguay, PRY
19.4029, 1992, Aug Average, Paraguay, PRY
21.1043, 1992, Sep Average, Paraguay, PRY
24.0493, 1992, Oct Average, Paraguay, PRY
24.4434, 1992, Nov Average, Paraguay, PRY
27.2443, 1992, Dec Average, Paraguay, PRY
27.811, 1993, Jan Average, Paraguay, PRY
26.4875, 1993, Feb Average, Paraguay, PRY
26.6666, 1993, Mar Average, Paraguay, PRY
24.2308, 1993, Apr Average, Paraguay, PRY
20.1532, 1993, May Average, Paraguay, PRY
18.9052, 1993, Jun Average, Paraguay, PRY
17.0788, 1993, Jul Average, Paraguay, PRY
19.4692, 1993, Aug Average, Paraguay, PRY
21.6967, 1993, Sep Average, Paraguay, PRY
24.7519, 1993, Oct Average, Paraguay, PRY
26.2076, 1993, Nov Average, Paraguay, PRY
27.5166, 1993, Dec Average, Paraguay, PRY
27.7785, 1994, Jan Average, Paraguay, PRY
26.4802, 1994, Feb Average, Paraguay, PRY
24.9166, 1994, Mar Average, Paraguay, PRY
23.4483, 1994, Apr Average, Paraguay, PRY
23.3932, 1994, May Average, Paraguay, PRY
21.7038, 1994, Jun Average, Paraguay, PRY
19.0369, 1994, Jul Average, Paraguay, PRY
21.4241, 1994, Aug Average, Paraguay, PRY
22.8417, 1994, Sep Average, Paraguay, PRY
25.7248, 1994, Oct Average, Paraguay, PRY
25.8438, 1994, Nov Average, Paraguay, PRY
28.264, 1994, Dec Average, Paraguay, PRY
27.5446, 1995, Jan Average, Paraguay, PRY
26.0566, 1995, Feb Average, Paraguay, PRY
25.6792, 1995, Mar Average, Paraguay, PRY
21.7259, 1995, Apr Average, Paraguay, PRY
19.7988, 1995, May Average, Paraguay, PRY
19.9811, 1995, Jun Average, Paraguay, PRY
20.0821, 1995, Jul Average, Paraguay, PRY
20.9016, 1995, Aug Average, Paraguay, PRY
23.1428, 1995, Sep Average, Paraguay, PRY
24.0372, 1995, Oct Average, Paraguay, PRY
26.9735, 1995, Nov Average, Paraguay, PRY
27.4891, 1995, Dec Average, Paraguay, PRY
27.6627, 1996, Jan Average, Paraguay, PRY
26.5306, 1996, Feb Average, Paraguay, PRY
25.2753, 1996, Mar Average, Paraguay, PRY
23.5589, 1996, Apr Average, Paraguay, PRY
20.8483, 1996, May Average, Paraguay, PRY
16.087, 1996, Jun Average, Paraguay, PRY
17.2687, 1996, Jul Average, Paraguay, PRY
21.7904, 1996, Aug Average, Paraguay, PRY
21.3162, 1996, Sep Average, Paraguay, PRY
24.2909, 1996, Oct Average, Paraguay, PRY
25.737, 1996, Nov Average, Paraguay, PRY
26.789, 1996, Dec Average, Paraguay, PRY
27.8379, 1997, Jan Average, Paraguay, PRY
26.8727, 1997, Feb Average, Paraguay, PRY
25.3896, 1997, Mar Average, Paraguay, PRY
22.8707, 1997, Apr Average, Paraguay, PRY
20.7484, 1997, May Average, Paraguay, PRY
18.658, 1997, Jun Average, Paraguay, PRY
20.6803, 1997, Jul Average, Paraguay, PRY
20.7461, 1997, Aug Average, Paraguay, PRY
24.4866, 1997, Sep Average, Paraguay, PRY
25.7316, 1997, Oct Average, Paraguay, PRY
26.8013, 1997, Nov Average, Paraguay, PRY
28.0137, 1997, Dec Average, Paraguay, PRY
28.7073, 1998, Jan Average, Paraguay, PRY
26.5464, 1998, Feb Average, Paraguay, PRY
24.8677, 1998, Mar Average, Paraguay, PRY
22.8809, 1998, Apr Average, Paraguay, PRY
19.3322, 1998, May Average, Paraguay, PRY
18.7351, 1998, Jun Average, Paraguay, PRY
20.4746, 1998, Jul Average, Paraguay, PRY
19.1558, 1998, Aug Average, Paraguay, PRY
21.1392, 1998, Sep Average, Paraguay, PRY
24.5687, 1998, Oct Average, Paraguay, PRY
25.523, 1998, Nov Average, Paraguay, PRY
26.4961, 1998, Dec Average, Paraguay, PRY
27.1694, 1999, Jan Average, Paraguay, PRY
27.7354, 1999, Feb Average, Paraguay, PRY
26.7526, 1999, Mar Average, Paraguay, PRY
22.2912, 1999, Apr Average, Paraguay, PRY
19.2528, 1999, May Average, Paraguay, PRY
18.0875, 1999, Jun Average, Paraguay, PRY
17.3088, 1999, Jul Average, Paraguay, PRY
20.3579, 1999, Aug Average, Paraguay, PRY
25.0049, 1999, Sep Average, Paraguay, PRY
24.9251, 1999, Oct Average, Paraguay, PRY
24.765, 1999, Nov Average, Paraguay, PRY
27.2195, 1999, Dec Average, Paraguay, PRY
28.4759, 2000, Jan Average, Paraguay, PRY
27.3747, 2000, Feb Average, Paraguay, PRY
25.771, 2000, Mar Average, Paraguay, PRY
24.1029, 2000, Apr Average, Paraguay, PRY
19.5002, 2000, May Average, Paraguay, PRY
19.4878, 2000, Jun Average, Paraguay, PRY
14.9058, 2000, Jul Average, Paraguay, PRY
21.0822, 2000, Aug Average, Paraguay, PRY
22.0431, 2000, Sep Average, Paraguay, PRY
25.8441, 2000, Oct Average, Paraguay, PRY
24.9154, 2000, Nov Average, Paraguay, PRY
26.8088, 2000, Dec Average, Paraguay, PRY
28.0527, 2001, Jan Average, Paraguay, PRY
27.3131, 2001, Feb Average, Paraguay, PRY
26.359, 2001, Mar Average, Paraguay, PRY
24.154, 2001, Apr Average, Paraguay, PRY
18.5433, 2001, May Average, Paraguay, PRY
18.5483, 2001, Jun Average, Paraguay, PRY
20.2204, 2001, Jul Average, Paraguay, PRY
23.2441, 2001, Aug Average, Paraguay, PRY
23.2752, 2001, Sep Average, Paraguay, PRY
25.366, 2001, Oct Average, Paraguay, PRY
26.4537, 2001, Nov Average, Paraguay, PRY
26.7492, 2001, Dec Average, Paraguay, PRY
27.7357, 2002, Jan Average, Paraguay, PRY
26.5658, 2002, Feb Average, Paraguay, PRY
27.7495, 2002, Mar Average, Paraguay, PRY
24.4692, 2002, Apr Average, Paraguay, PRY
22.3544, 2002, May Average, Paraguay, PRY
18.3512, 2002, Jun Average, Paraguay, PRY
17.9549, 2002, Jul Average, Paraguay, PRY
22.0392, 2002, Aug Average, Paraguay, PRY
22.679, 2002, Sep Average, Paraguay, PRY
26.856, 2002, Oct Average, Paraguay, PRY
26.5532, 2002, Nov Average, Paraguay, PRY
27.3543, 2002, Dec Average, Paraguay, PRY
28.0254, 2003, Jan Average, Paraguay, PRY
27.0451, 2003, Feb Average, Paraguay, PRY
26.1713, 2003, Mar Average, Paraguay, PRY
22.973, 2003, Apr Average, Paraguay, PRY
20.4277, 2003, May Average, Paraguay, PRY
21.4805, 2003, Jun Average, Paraguay, PRY
18.8614, 2003, Jul Average, Paraguay, PRY
18.5587, 2003, Aug Average, Paraguay, PRY
23.1372, 2003, Sep Average, Paraguay, PRY
25.6818, 2003, Oct Average, Paraguay, PRY
26.4971, 2003, Nov Average, Paraguay, PRY
26.5665, 2003, Dec Average, Paraguay, PRY
28.1569, 2004, Jan Average, Paraguay, PRY
26.7829, 2004, Feb Average, Paraguay, PRY
26.3028, 2004, Mar Average, Paraguay, PRY
25.074, 2004, Apr Average, Paraguay, PRY
16.9167, 2004, May Average, Paraguay, PRY
19.1392, 2004, Jun Average, Paraguay, PRY
18.1618, 2004, Jul Average, Paraguay, PRY
20.1198, 2004, Aug Average, Paraguay, PRY
23.4887, 2004, Sep Average, Paraguay, PRY
24.9286, 2004, Oct Average, Paraguay, PRY
25.1269, 2004, Nov Average, Paraguay, PRY
26.9779, 2004, Dec Average, Paraguay, PRY
27.4123, 2005, Jan Average, Paraguay, PRY
27.3631, 2005, Feb Average, Paraguay, PRY
26.4085, 2005, Mar Average, Paraguay, PRY
23.1554, 2005, Apr Average, Paraguay, PRY
21.3318, 2005, May Average, Paraguay, PRY
19.9976, 2005, Jun Average, Paraguay, PRY
17.9653, 2005, Jul Average, Paraguay, PRY
21.4565, 2005, Aug Average, Paraguay, PRY
19.4352, 2005, Sep Average, Paraguay, PRY
24.0882, 2005, Oct Average, Paraguay, PRY
26.2373, 2005, Nov Average, Paraguay, PRY
26.9192, 2005, Dec Average, Paraguay, PRY
28.241, 2006, Jan Average, Paraguay, PRY
27.2467, 2006, Feb Average, Paraguay, PRY
26.4475, 2006, Mar Average, Paraguay, PRY
23.5528, 2006, Apr Average, Paraguay, PRY
18.413, 2006, May Average, Paraguay, PRY
19.8365, 2006, Jun Average, Paraguay, PRY
21.1838, 2006, Jul Average, Paraguay, PRY
20.8792, 2006, Aug Average, Paraguay, PRY
22.3079, 2006, Sep Average, Paraguay, PRY
25.7125, 2006, Oct Average, Paraguay, PRY
25.8543, 2006, Nov Average, Paraguay, PRY
27.9812, 2006, Dec Average, Paraguay, PRY
27.7352, 2007, Jan Average, Paraguay, PRY
27.6122, 2007, Feb Average, Paraguay, PRY
26.4514, 2007, Mar Average, Paraguay, PRY
24.5877, 2007, Apr Average, Paraguay, PRY
17.6237, 2007, May Average, Paraguay, PRY
19.022, 2007, Jun Average, Paraguay, PRY
16.3783, 2007, Jul Average, Paraguay, PRY
18.4329, 2007, Aug Average, Paraguay, PRY
25.034, 2007, Sep Average, Paraguay, PRY
26.0077, 2007, Oct Average, Paraguay, PRY
25.7851, 2007, Nov Average, Paraguay, PRY
27.0556, 2007, Dec Average, Paraguay, PRY
27.4539, 2008, Jan Average, Paraguay, PRY
26.2675, 2008, Feb Average, Paraguay, PRY
