Rainfall - (MM), Year, Statistics, Country, ISO3
54.0401, 2003, Feb Average, Liechtenstein, LIE
35.222, 2003, Mar Average, Liechtenstein, LIE
85.4558, 2003, Apr Average, Liechtenstein, LIE
139.41, 2003, May Average, Liechtenstein, LIE
121.26, 2003, Jun Average, Liechtenstein, LIE
179.3, 2003, Jul Average, Liechtenstein, LIE
109.149, 2003, Aug Average, Liechtenstein, LIE
71.7134, 2003, Sep Average, Liechtenstein, LIE
256.719, 2003, Oct Average, Liechtenstein, LIE
102.051, 2003, Nov Average, Liechtenstein, LIE
106.263, 2003, Dec Average, Liechtenstein, LIE
202.268, 2004, Jan Average, Liechtenstein, LIE
89.5369, 2004, Feb Average, Liechtenstein, LIE
77.0787, 2004, Mar Average, Liechtenstein, LIE
90.4373, 2004, Apr Average, Liechtenstein, LIE
138.607, 2004, May Average, Liechtenstein, LIE
175.033, 2004, Jun Average, Liechtenstein, LIE
175.324, 2004, Jul Average, Liechtenstein, LIE
183.087, 2004, Aug Average, Liechtenstein, LIE
120.809, 2004, Sep Average, Liechtenstein, LIE
128.95, 2004, Oct Average, Liechtenstein, LIE
78.5444, 2004, Nov Average, Liechtenstein, LIE
89.3239, 2004, Dec Average, Liechtenstein, LIE
109.342, 2005, Jan Average, Liechtenstein, LIE
87.914, 2005, Feb Average, Liechtenstein, LIE
80.4008, 2005, Mar Average, Liechtenstein, LIE
135.264, 2005, Apr Average, Liechtenstein, LIE
167.596, 2005, May Average, Liechtenstein, LIE
119.427, 2005, Jun Average, Liechtenstein, LIE
181.865, 2005, Jul Average, Liechtenstein, LIE
266.699, 2005, Aug Average, Liechtenstein, LIE
95.767, 2005, Sep Average, Liechtenstein, LIE
89.6233, 2005, Oct Average, Liechtenstein, LIE
56.686, 2005, Nov Average, Liechtenstein, LIE
156.323, 2005, Dec Average, Liechtenstein, LIE
65.2609, 2006, Jan Average, Liechtenstein, LIE
94.4189, 2006, Feb Average, Liechtenstein, LIE
179.641, 2006, Mar Average, Liechtenstein, LIE
189.046, 2006, Apr Average, Liechtenstein, LIE
188.731, 2006, May Average, Liechtenstein, LIE
105.502, 2006, Jun Average, Liechtenstein, LIE
143.575, 2006, Jul Average, Liechtenstein, LIE
261.848, 2006, Aug Average, Liechtenstein, LIE
111.263, 2006, Sep Average, Liechtenstein, LIE
84.4103, 2006, Oct Average, Liechtenstein, LIE
73.0539, 2006, Nov Average, Liechtenstein, LIE
115.498, 2006, Dec Average, Liechtenstein, LIE
155.512, 2007, Jan Average, Liechtenstein, LIE
102.561, 2007, Feb Average, Liechtenstein, LIE
130.772, 2007, Mar Average, Liechtenstein, LIE
26.7542, 2007, Apr Average, Liechtenstein, LIE
211.459, 2007, May Average, Liechtenstein, LIE
195.468, 2007, Jun Average, Liechtenstein, LIE
215.413, 2007, Jul Average, Liechtenstein, LIE
266.208, 2007, Aug Average, Liechtenstein, LIE
161.624, 2007, Sep Average, Liechtenstein, LIE
39.1842, 2007, Oct Average, Liechtenstein, LIE
166.526, 2007, Nov Average, Liechtenstein, LIE
120.528, 2007, Dec Average, Liechtenstein, LIE
113.433, 2008, Jan Average, Liechtenstein, LIE
50.9281, 2008, Feb Average, Liechtenstein, LIE
173.37, 2008, Mar Average, Liechtenstein, LIE
277.578, 2008, Apr Average, Liechtenstein, LIE
82.961, 2008, May Average, Liechtenstein, LIE
145.98, 2008, Jun Average, Liechtenstein, LIE
291.563, 2008, Jul Average, Liechtenstein, LIE
189.074, 2008, Aug Average, Liechtenstein, LIE
135.889, 2008, Sep Average, Liechtenstein, LIE
134.03, 2008, Oct Average, Liechtenstein, LIE
150.865, 2008, Nov Average, Liechtenstein, LIE
163.504, 2008, Dec Average, Liechtenstein, LIE
68.4597, 2009, Jan Average, Liechtenstein, LIE
184.943, 2009, Feb Average, Liechtenstein, LIE
179.599, 2009, Mar Average, Liechtenstein, LIE
78.5023, 2009, Apr Average, Liechtenstein, LIE
116.913, 2009, May Average, Liechtenstein, LIE
214.058, 2009, Jun Average, Liechtenstein, LIE
237.794, 2009, Jul Average, Liechtenstein, LIE
124.04, 2009, Aug Average, Liechtenstein, LIE
88.3046, 2009, Sep Average, Liechtenstein, LIE
122.551, 2009, Oct Average, Liechtenstein, LIE
156.701, 2009, Nov Average, Liechtenstein, LIE
169.703, 2009, Dec Average, Liechtenstein, LIE
62.8969, 2010, Jan Average, Liechtenstein, LIE
73.3374, 2010, Feb Average, Liechtenstein, LIE
99.3374, 2010, Mar Average, Liechtenstein, LIE
69.6174, 2010, Apr Average, Liechtenstein, LIE
229.367, 2010, May Average, Liechtenstein, LIE
176.818, 2010, Jun Average, Liechtenstein, LIE
220.354, 2010, Jul Average, Liechtenstein, LIE
303.439, 2010, Aug Average, Liechtenstein, LIE
129.896, 2010, Sep Average, Liechtenstein, LIE
97.1775, 2010, Oct Average, Liechtenstein, LIE
142.178, 2010, Nov Average, Liechtenstein, LIE
158.915, 2010, Dec Average, Liechtenstein, LIE
82.9331, 2011, Jan Average, Liechtenstein, LIE
44.2475, 2011, Feb Average, Liechtenstein, LIE
82.1695, 2011, Mar Average, Liechtenstein, LIE
44.7349, 2011, Apr Average, Liechtenstein, LIE
175.436, 2011, May Average, Liechtenstein, LIE
203.358, 2011, Jun Average, Liechtenstein, LIE
240.981, 2011, Jul Average, Liechtenstein, LIE
160.531, 2011, Aug Average, Liechtenstein, LIE
153.816, 2011, Sep Average, Liechtenstein, LIE
145.586, 2011, Oct Average, Liechtenstein, LIE
24.188, 2011, Nov Average, Liechtenstein, LIE
281.501, 2011, Dec Average, Liechtenstein, LIE
222.707, 2012, Jan Average, Liechtenstein, LIE
52.1578, 2012, Feb Average, Liechtenstein, LIE
62.0109, 2012, Mar Average, Liechtenstein, LIE
144.813, 2012, Apr Average, Liechtenstein, LIE
115.824, 2012, May Average, Liechtenstein, LIE
252.688, 2012, Jun Average, Liechtenstein, LIE
167.312, 2012, Jul Average, Liechtenstein, LIE
243.941, 2012, Aug Average, Liechtenstein, LIE
139.973, 2012, Sep Average, Liechtenstein, LIE
153.183, 2012, Oct Average, Liechtenstein, LIE
138.864, 2012, Nov Average, Liechtenstein, LIE
202.697, 2012, Dec Average, Liechtenstein, LIE
144.109, 2013, Jan Average, Liechtenstein, LIE
147.202, 2013, Feb Average, Liechtenstein, LIE
109.866, 2013, Mar Average, Liechtenstein, LIE
108.912, 2013, Apr Average, Liechtenstein, LIE
257.287, 2013, May Average, Liechtenstein, LIE
214.921, 2013, Jun Average, Liechtenstein, LIE
104.793, 2013, Jul Average, Liechtenstein, LIE
138.523, 2013, Aug Average, Liechtenstein, LIE
204.941, 2013, Sep Average, Liechtenstein, LIE
148.365, 2013, Oct Average, Liechtenstein, LIE
152.039, 2013, Nov Average, Liechtenstein, LIE
93.9096, 2013, Dec Average, Liechtenstein, LIE
126.761, 2014, Jan Average, Liechtenstein, LIE
131.413, 2014, Feb Average, Liechtenstein, LIE
82.7901, 2014, Mar Average, Liechtenstein, LIE
117.661, 2014, Apr Average, Liechtenstein, LIE
174.636, 2014, May Average, Liechtenstein, LIE
157.687, 2014, Jun Average, Liechtenstein, LIE
331.419, 2014, Jul Average, Liechtenstein, LIE
214.107, 2014, Aug Average, Liechtenstein, LIE
98.9347, 2014, Sep Average, Liechtenstein, LIE
146.571, 2014, Oct Average, Liechtenstein, LIE
85.3385, 2014, Nov Average, Liechtenstein, LIE
119.836, 2014, Dec Average, Liechtenstein, LIE
189.844, 2015, Jan Average, Liechtenstein, LIE
80.7174, 2015, Feb Average, Liechtenstein, LIE
142.983, 2015, Mar Average, Liechtenstein, LIE
156.761, 2015, Apr Average, Liechtenstein, LIE
224.294, 2015, May Average, Liechtenstein, LIE
188.043, 2015, Jun Average, Liechtenstein, LIE
93.5362, 2015, Jul Average, Liechtenstein, LIE
139.285, 2015, Aug Average, Liechtenstein, LIE
125.145, 2015, Sep Average, Liechtenstein, LIE
104.096, 2015, Oct Average, Liechtenstein, LIE
91.5248, 2015, Nov Average, Liechtenstein, LIE
38.3797, 2015, Dec Average, Liechtenstein, LIE
218.853, 2016, Jan Average, Liechtenstein, LIE
180.228, 2016, Feb Average, Liechtenstein, LIE
97.648, 2016, Mar Average, Liechtenstein, LIE
156.848, 2016, Apr Average, Liechtenstein, LIE
272.32, 2016, May Average, Liechtenstein, LIE
253.92, 2016, Jun Average, Liechtenstein, LIE
246.732, 2016, Jul Average, Liechtenstein, LIE
200.616, 2016, Aug Average, Liechtenstein, LIE
102.036, 2016, Sep Average, Liechtenstein, LIE
99.0367, 2016, Oct Average, Liechtenstein, LIE
129.961, 2016, Nov Average, Liechtenstein, LIE
9.11553, 2016, Dec Average, Liechtenstein, LIE
34.8312, 1991, Jan Average, Lithuania, LTU
38.6356, 1991, Feb Average, Lithuania, LTU
23.7804, 1991, Mar Average, Lithuania, LTU
29.3253, 1991, Apr Average, Lithuania, LTU
64.4959, 1991, May Average, Lithuania, LTU
93.5716, 1991, Jun Average, Lithuania, LTU
46.1906, 1991, Jul Average, Lithuania, LTU
59.8582, 1991, Aug Average, Lithuania, LTU
53.7487, 1991, Sep Average, Lithuania, LTU
42.7142, 1991, Oct Average, Lithuania, LTU
63.3209, 1991, Nov Average, Lithuania, LTU
46.9018, 1991, Dec Average, Lithuania, LTU
40.4085, 1992, Jan Average, Lithuania, LTU
42.7018, 1992, Feb Average, Lithuania, LTU
49.2215, 1992, Mar Average, Lithuania, LTU
62.3898, 1992, Apr Average, Lithuania, LTU
44.1848, 1992, May Average, Lithuania, LTU
21.478, 1992, Jun Average, Lithuania, LTU
30.3411, 1992, Jul Average, Lithuania, LTU
47.554, 1992, Aug Average, Lithuania, LTU
103.572, 1992, Sep Average, Lithuania, LTU
66.6515, 1992, Oct Average, Lithuania, LTU
71.2682, 1992, Nov Average, Lithuania, LTU
41.8194, 1992, Dec Average, Lithuania, LTU
64.4948, 1993, Jan Average, Lithuania, LTU
36.7585, 1993, Feb Average, Lithuania, LTU
40.8504, 1993, Mar Average, Lithuania, LTU
24.3545, 1993, Apr Average, Lithuania, LTU
23.8071, 1993, May Average, Lithuania, LTU
59.4054, 1993, Jun Average, Lithuania, LTU
128.687, 1993, Jul Average, Lithuania, LTU
102.123, 1993, Aug Average, Lithuania, LTU
73.8351, 1993, Sep Average, Lithuania, LTU
50.8188, 1993, Oct Average, Lithuania, LTU
14.4252, 1993, Nov Average, Lithuania, LTU
76.3951, 1993, Dec Average, Lithuania, LTU
69.8365, 1994, Jan Average, Lithuania, LTU
29.2403, 1994, Feb Average, Lithuania, LTU
74.286, 1994, Mar Average, Lithuania, LTU
64.3854, 1994, Apr Average, Lithuania, LTU
60.2147, 1994, May Average, Lithuania, LTU
53.6579, 1994, Jun Average, Lithuania, LTU
7.17415, 1994, Jul Average, Lithuania, LTU
63.6129, 1994, Aug Average, Lithuania, LTU
73.532, 1994, Sep Average, Lithuania, LTU
63.4882, 1994, Oct Average, Lithuania, LTU
59.4276, 1994, Nov Average, Lithuania, LTU
64.3897, 1994, Dec Average, Lithuania, LTU
52.0156, 1995, Jan Average, Lithuania, LTU
51.5738, 1995, Feb Average, Lithuania, LTU
63.6245, 1995, Mar Average, Lithuania, LTU
40.7935, 1995, Apr Average, Lithuania, LTU
64.8231, 1995, May Average, Lithuania, LTU
89.8382, 1995, Jun Average, Lithuania, LTU
58.6887, 1995, Jul Average, Lithuania, LTU
60.2136, 1995, Aug Average, Lithuania, LTU
75.6728, 1995, Sep Average, Lithuania, LTU
37.2161, 1995, Oct Average, Lithuania, LTU
45.3741, 1995, Nov Average, Lithuania, LTU
34.02, 1995, Dec Average, Lithuania, LTU
29.7657, 1996, Jan Average, Lithuania, LTU
37.9598, 1996, Feb Average, Lithuania, LTU
16.2936, 1996, Mar Average, Lithuania, LTU
28.9826, 1996, Apr Average, Lithuania, LTU
82.6964, 1996, May Average, Lithuania, LTU
52.3991, 1996, Jun Average, Lithuania, LTU
72.1739, 1996, Jul Average, Lithuania, LTU
18.132, 1996, Aug Average, Lithuania, LTU
52.174, 1996, Sep Average, Lithuania, LTU
50.6457, 1996, Oct Average, Lithuania, LTU
52.2649, 1996, Nov Average, Lithuania, LTU
42.6492, 1996, Dec Average, Lithuania, LTU
20.3309, 1997, Jan Average, Lithuania, LTU
39.1464, 1997, Feb Average, Lithuania, LTU
25.2801, 1997, Mar Average, Lithuania, LTU
48.1803, 1997, Apr Average, Lithuania, LTU
65.7229, 1997, May Average, Lithuania, LTU
86.1947, 1997, Jun Average, Lithuania, LTU
71.172, 1997, Jul Average, Lithuania, LTU
22.6624, 1997, Aug Average, Lithuania, LTU
77.1828, 1997, Sep Average, Lithuania, LTU
106.696, 1997, Oct Average, Lithuania, LTU
56.7005, 1997, Nov Average, Lithuania, LTU
51.3531, 1997, Dec Average, Lithuania, LTU
54.2016, 1998, Jan Average, Lithuania, LTU
46.511, 1998, Feb Average, Lithuania, LTU
39.7059, 1998, Mar Average, Lithuania, LTU
50.3949, 1998, Apr Average, Lithuania, LTU
53.3958, 1998, May Average, Lithuania, LTU
97.0813, 1998, Jun Average, Lithuania, LTU
91.3783, 1998, Jul Average, Lithuania, LTU
101.883, 1998, Aug Average, Lithuania, LTU
48.6241, 1998, Sep Average, Lithuania, LTU
75.3805, 1998, Oct Average, Lithuania, LTU
37.1553, 1998, Nov Average, Lithuania, LTU
48.4403, 1998, Dec Average, Lithuania, LTU
49.3912, 1999, Jan Average, Lithuania, LTU
51.5118, 1999, Feb Average, Lithuania, LTU
30.395, 1999, Mar Average, Lithuania, LTU
40.3135, 1999, Apr Average, Lithuania, LTU
33.5744, 1999, May Average, Lithuania, LTU
63.7189, 1999, Jun Average, Lithuania, LTU
45.6111, 1999, Jul Average, Lithuania, LTU
71.4589, 1999, Aug Average, Lithuania, LTU
39.9716, 1999, Sep Average, Lithuania, LTU
88.701, 1999, Oct Average, Lithuania, LTU
31.3672, 1999, Nov Average, Lithuania, LTU
67.4787, 1999, Dec Average, Lithuania, LTU
41.0831, 2000, Jan Average, Lithuania, LTU
39.0458, 2000, Feb Average, Lithuania, LTU
56.2539, 2000, Mar Average, Lithuania, LTU
28.7538, 2000, Apr Average, Lithuania, LTU
37.9664, 2000, May Average, Lithuania, LTU
53.8707, 2000, Jun Average, Lithuania, LTU
122.718, 2000, Jul Average, Lithuania, LTU
65.2137, 2000, Aug Average, Lithuania, LTU
27.9516, 2000, Sep Average, Lithuania, LTU
19.8568, 2000, Oct Average, Lithuania, LTU
72.0324, 2000, Nov Average, Lithuania, LTU
44.7368, 2000, Dec Average, Lithuania, LTU
35.472, 2001, Jan Average, Lithuania, LTU
39.5143, 2001, Feb Average, Lithuania, LTU
37.9875, 2001, Mar Average, Lithuania, LTU
46.4881, 2001, Apr Average, Lithuania, LTU
41.33, 2001, May Average, Lithuania, LTU
85.4697, 2001, Jun Average, Lithuania, LTU
120.326, 2001, Jul Average, Lithuania, LTU
67.0314, 2001, Aug Average, Lithuania, LTU
89.7246, 2001, Sep Average, Lithuania, LTU
55.9966, 2001, Oct Average, Lithuania, LTU
71.5114, 2001, Nov Average, Lithuania, LTU
42.4999, 2001, Dec Average, Lithuania, LTU
60.2028, 2002, Jan Average, Lithuania, LTU
62.9254, 2002, Feb Average, Lithuania, LTU
38.9238, 2002, Mar Average, Lithuania, LTU
25.0934, 2002, Apr Average, Lithuania, LTU
32.2313, 2002, May Average, Lithuania, LTU
77.5661, 2002, Jun Average, Lithuania, LTU
62.5286, 2002, Jul Average, Lithuania, LTU
11.915, 2002, Aug Average, Lithuania, LTU
41.0081, 2002, Sep Average, Lithuania, LTU
123.534, 2002, Oct Average, Lithuania, LTU
36.0801, 2002, Nov Average, Lithuania, LTU
25.8851, 2002, Dec Average, Lithuania, LTU
31.3647, 2003, Jan Average, Lithuania, LTU
16.3279, 2003, Feb Average, Lithuania, LTU
10.5033, 2003, Mar Average, Lithuania, LTU
37.538, 2003, Apr Average, Lithuania, LTU
61.3335, 2003, May Average, Lithuania, LTU
51.69, 2003, Jun Average, Lithuania, LTU
91.9337, 2003, Jul Average, Lithuania, LTU
88.9405, 2003, Aug Average, Lithuania, LTU
34.791, 2003, Sep Average, Lithuania, LTU
82.3112, 2003, Oct Average, Lithuania, LTU
44.8069, 2003, Nov Average, Lithuania, LTU
57.9298, 2003, Dec Average, Lithuania, LTU
39.0692, 2004, Jan Average, Lithuania, LTU
48.2594, 2004, Feb Average, Lithuania, LTU
51.0777, 2004, Mar Average, Lithuania, LTU
21.475, 2004, Apr Average, Lithuania, LTU
41.2211, 2004, May Average, Lithuania, LTU
92.5991, 2004, Jun Average, Lithuania, LTU
70.6241, 2004, Jul Average, Lithuania, LTU
80.8184, 2004, Aug Average, Lithuania, LTU
56.3872, 2004, Sep Average, Lithuania, LTU
78.4204, 2004, Oct Average, Lithuania, LTU
50.3573, 2004, Nov Average, Lithuania, LTU
45.1193, 2004, Dec Average, Lithuania, LTU
49.4451, 2005, Jan Average, Lithuania, LTU
24.4232, 2005, Feb Average, Lithuania, LTU
45.725, 2005, Mar Average, Lithuania, LTU
23.0453, 2005, Apr Average, Lithuania, LTU
78.4136, 2005, May Average, Lithuania, LTU
64.7617, 2005, Jun Average, Lithuania, LTU
56.5841, 2005, Jul Average, Lithuania, LTU
127.268, 2005, Aug Average, Lithuania, LTU
36.238, 2005, Sep Average, Lithuania, LTU
31.921, 2005, Oct Average, Lithuania, LTU
39.8435, 2005, Nov Average, Lithuania, LTU
50.8792, 2005, Dec Average, Lithuania, LTU
16.581, 2006, Jan Average, Lithuania, LTU
28.0358, 2006, Feb Average, Lithuania, LTU
25.0062, 2006, Mar Average, Lithuania, LTU
30.3902, 2006, Apr Average, Lithuania, LTU
56.0996, 2006, May Average, Lithuania, LTU
35.5064, 2006, Jun Average, Lithuania, LTU
35.9831, 2006, Jul Average, Lithuania, LTU
143.92, 2006, Aug Average, Lithuania, LTU
60.9254, 2006, Sep Average, Lithuania, LTU
56.2728, 2006, Oct Average, Lithuania, LTU
63.0259, 2006, Nov Average, Lithuania, LTU
41.756, 2006, Dec Average, Lithuania, LTU
94.2372, 2007, Jan Average, Lithuania, LTU
34.6085, 2007, Feb Average, Lithuania, LTU
28.8192, 2007, Mar Average, Lithuania, LTU
21.6273, 2007, Apr Average, Lithuania, LTU
67.3959, 2007, May Average, Lithuania, LTU
70.4625, 2007, Jun Average, Lithuania, LTU
147.601, 2007, Jul Average, Lithuania, LTU
58.9942, 2007, Aug Average, Lithuania, LTU
52.3151, 2007, Sep Average, Lithuania, LTU
68.3522, 2007, Oct Average, Lithuania, LTU
62.1549, 2007, Nov Average, Lithuania, LTU
29.3273, 2007, Dec Average, Lithuania, LTU
55.0297, 2008, Jan Average, Lithuania, LTU
40.7986, 2008, Feb Average, Lithuania, LTU
64.7408, 2008, Mar Average, Lithuania, LTU
45.2358, 2008, Apr Average, Lithuania, LTU
42.2465, 2008, May Average, Lithuania, LTU
55.6394, 2008, Jun Average, Lithuania, LTU
62.9852, 2008, Jul Average, Lithuania, LTU
93.9205, 2008, Aug Average, Lithuania, LTU
32.2285, 2008, Sep Average, Lithuania, LTU
79.8317, 2008, Oct Average, Lithuania, LTU
47.3843, 2008, Nov Average, Lithuania, LTU
44.6082, 2008, Dec Average, Lithuania, LTU
47.9958, 2009, Jan Average, Lithuania, LTU
32.8144, 2009, Feb Average, Lithuania, LTU
48.2507, 2009, Mar Average, Lithuania, LTU
7.47409, 2009, Apr Average, Lithuania, LTU
38.4286, 2009, May Average, Lithuania, LTU
108.231, 2009, Jun Average, Lithuania, LTU
98.7757, 2009, Jul Average, Lithuania, LTU
59.3639, 2009, Aug Average, Lithuania, LTU
48.8135, 2009, Sep Average, Lithuania, LTU
99.4869, 2009, Oct Average, Lithuania, LTU
63.1805, 2009, Nov Average, Lithuania, LTU
61.2519, 2009, Dec Average, Lithuania, LTU
23.2701, 2010, Jan Average, Lithuania, LTU
41.6885, 2010, Feb Average, Lithuania, LTU
37.764, 2010, Mar Average, Lithuania, LTU
37.1584, 2010, Apr Average, Lithuania, LTU
89.53, 2010, May Average, Lithuania, LTU
88.1917, 2010, Jun Average, Lithuania, LTU
116.455, 2010, Jul Average, Lithuania, LTU
117.151, 2010, Aug Average, Lithuania, LTU
84.8884, 2010, Sep Average, Lithuania, LTU
36.9593, 2010, Oct Average, Lithuania, LTU
77.1581, 2010, Nov Average, Lithuania, LTU
74.7016, 2010, Dec Average, Lithuania, LTU
45.9162, 2011, Jan Average, Lithuania, LTU
33.1138, 2011, Feb Average, Lithuania, LTU
13.5901, 2011, Mar Average, Lithuania, LTU
27.1984, 2011, Apr Average, Lithuania, LTU
59.9756, 2011, May Average, Lithuania, LTU
53.2672, 2011, Jun Average, Lithuania, LTU
142.907, 2011, Jul Average, Lithuania, LTU
109.456, 2011, Aug Average, Lithuania, LTU
50.6806, 2011, Sep Average, Lithuania, LTU
32.3477, 2011, Oct Average, Lithuania, LTU
18.1974, 2011, Nov Average, Lithuania, LTU
62.9796, 2011, Dec Average, Lithuania, LTU
66.2808, 2012, Jan Average, Lithuania, LTU
37.3024, 2012, Feb Average, Lithuania, LTU
25.6516, 2012, Mar Average, Lithuania, LTU
60.1702, 2012, Apr Average, Lithuania, LTU
47.3357, 2012, May Average, Lithuania, LTU
83.6361, 2012, Jun Average, Lithuania, LTU
102.829, 2012, Jul Average, Lithuania, LTU
75.9394, 2012, Aug Average, Lithuania, LTU
50.527, 2012, Sep Average, Lithuania, LTU
84.1755, 2012, Oct Average, Lithuania, LTU
76.539, 2012, Nov Average, Lithuania, LTU
54.193, 2012, Dec Average, Lithuania, LTU
44.5212, 2013, Jan Average, Lithuania, LTU
40.4428, 2013, Feb Average, Lithuania, LTU
15.5075, 2013, Mar Average, Lithuania, LTU
49.5058, 2013, Apr Average, Lithuania, LTU
66.9813, 2013, May Average, Lithuania, LTU
58.374, 2013, Jun Average, Lithuania, LTU
88.4971, 2013, Jul Average, Lithuania, LTU
59.3876, 2013, Aug Average, Lithuania, LTU
107.869, 2013, Sep Average, Lithuania, LTU
32.5305, 2013, Oct Average, Lithuania, LTU
62.1509, 2013, Nov Average, Lithuania, LTU
45.2533, 2013, Dec Average, Lithuania, LTU
46.7183, 2014, Jan Average, Lithuania, LTU
31.1923, 2014, Feb Average, Lithuania, LTU
37.465, 2014, Mar Average, Lithuania, LTU
22.5153, 2014, Apr Average, Lithuania, LTU
68.6241, 2014, May Average, Lithuania, LTU
72.9155, 2014, Jun Average, Lithuania, LTU
63.8472, 2014, Jul Average, Lithuania, LTU
111.229, 2014, Aug Average, Lithuania, LTU
33.9669, 2014, Sep Average, Lithuania, LTU
56.0571, 2014, Oct Average, Lithuania, LTU
25.8671, 2014, Nov Average, Lithuania, LTU
61.4219, 2014, Dec Average, Lithuania, LTU
67.5011, 2015, Jan Average, Lithuania, LTU
15.4606, 2015, Feb Average, Lithuania, LTU
40.3931, 2015, Mar Average, Lithuania, LTU
49.2703, 2015, Apr Average, Lithuania, LTU
59.4363, 2015, May Average, Lithuania, LTU
22.1683, 2015, Jun Average, Lithuania, LTU
73.2044, 2015, Jul Average, Lithuania, LTU
12.5892, 2015, Aug Average, Lithuania, LTU
67.2081, 2015, Sep Average, Lithuania, LTU
14.9905, 2015, Oct Average, Lithuania, LTU
81.2837, 2015, Nov Average, Lithuania, LTU
52.6937, 2015, Dec Average, Lithuania, LTU
44.2825, 2016, Jan Average, Lithuania, LTU
60.5818, 2016, Feb Average, Lithuania, LTU
39.3488, 2016, Mar Average, Lithuania, LTU
53.2771, 2016, Apr Average, Lithuania, LTU
41.3747, 2016, May Average, Lithuania, LTU
54.8262, 2016, Jun Average, Lithuania, LTU
119.508, 2016, Jul Average, Lithuania, LTU
92.4117, 2016, Aug Average, Lithuania, LTU
22.1955, 2016, Sep Average, Lithuania, LTU
94.5253, 2016, Oct Average, Lithuania, LTU
72.2176, 2016, Nov Average, Lithuania, LTU
51.1379, 2016, Dec Average, Lithuania, LTU
100.517, 1991, Jan Average, Luxembourg, LUX
30.0532, 1991, Feb Average, Luxembourg, LUX
50.4058, 1991, Mar Average, Luxembourg, LUX
51.0135, 1991, Apr Average, Luxembourg, LUX
19.6056, 1991, May Average, Luxembourg, LUX
81.473, 1991, Jun Average, Luxembourg, LUX
80.6118, 1991, Jul Average, Luxembourg, LUX
19.3511, 1991, Aug Average, Luxembourg, LUX
64.0812, 1991, Sep Average, Luxembourg, LUX
48.8543, 1991, Oct Average, Luxembourg, LUX
129.313, 1991, Nov Average, Luxembourg, LUX
87.7089, 1991, Dec Average, Luxembourg, LUX
35.5539, 1992, Jan Average, Luxembourg, LUX
46.1027, 1992, Feb Average, Luxembourg, LUX
97.2416, 1992, Mar Average, Luxembourg, LUX
52.3693, 1992, Apr Average, Luxembourg, LUX
48.7976, 1992, May Average, Luxembourg, LUX
98.3852, 1992, Jun Average, Luxembourg, LUX
86.5443, 1992, Jul Average, Luxembourg, LUX
113.152, 1992, Aug Average, Luxembourg, LUX
43.4267, 1992, Sep Average, Luxembourg, LUX
97.1382, 1992, Oct Average, Luxembourg, LUX
125.8, 1992, Nov Average, Luxembourg, LUX
79.3957, 1992, Dec Average, Luxembourg, LUX
119.308, 1993, Jan Average, Luxembourg, LUX
26.4869, 1993, Feb Average, Luxembourg, LUX
10.3029, 1993, Mar Average, Luxembourg, LUX
46.6747, 1993, Apr Average, Luxembourg, LUX
90.5951, 1993, May Average, Luxembourg, LUX
46.9483, 1993, Jun Average, Luxembourg, LUX
122.474, 1993, Jul Average, Luxembourg, LUX
29.8622, 1993, Aug Average, Luxembourg, LUX
150.022, 1993, Sep Average, Luxembourg, LUX
98.0519, 1993, Oct Average, Luxembourg, LUX
38.1282, 1993, Nov Average, Luxembourg, LUX
238.484, 1993, Dec Average, Luxembourg, LUX
122.724, 1994, Jan Average, Luxembourg, LUX
48.9364, 1994, Feb Average, Luxembourg, LUX
90.1717, 1994, Mar Average, Luxembourg, LUX
67.7449, 1994, Apr Average, Luxembourg, LUX
78.2202, 1994, May Average, Luxembourg, LUX
59.9331, 1994, Jun Average, Luxembourg, LUX
50.5478, 1994, Jul Average, Luxembourg, LUX
62.7252, 1994, Aug Average, Luxembourg, LUX
118.404, 1994, Sep Average, Luxembourg, LUX
69.1139, 1994, Oct Average, Luxembourg, LUX
56.0991, 1994, Nov Average, Luxembourg, LUX
108.071, 1994, Dec Average, Luxembourg, LUX
193.818, 1995, Jan Average, Luxembourg, LUX
109.571, 1995, Feb Average, Luxembourg, LUX
111.959, 1995, Mar Average, Luxembourg, LUX
65.6535, 1995, Apr Average, Luxembourg, LUX
69.2413, 1995, May Average, Luxembourg, LUX
53.597, 1995, Jun Average, Luxembourg, LUX
67.102, 1995, Jul Average, Luxembourg, LUX
53.7837, 1995, Aug Average, Luxembourg, LUX
96.2668, 1995, Sep Average, Luxembourg, LUX
42.871, 1995, Oct Average, Luxembourg, LUX
51.0854, 1995, Nov Average, Luxembourg, LUX
72.7835, 1995, Dec Average, Luxembourg, LUX
11.5047, 1996, Jan Average, Luxembourg, LUX
75.7231, 1996, Feb Average, Luxembourg, LUX
25.5085, 1996, Mar Average, Luxembourg, LUX
12.5127, 1996, Apr Average, Luxembourg, LUX
84.4133, 1996, May Average, Luxembourg, LUX
32.4122, 1996, Jun Average, Luxembourg, LUX
59.507, 1996, Jul Average, Luxembourg, LUX
80.7188, 1996, Aug Average, Luxembourg, LUX
35.9007, 1996, Sep Average, Luxembourg, LUX
80.2905, 1996, Oct Average, Luxembourg, LUX
136.32, 1996, Nov Average, Luxembourg, LUX
60.8294, 1996, Dec Average, Luxembourg, LUX
22.6545, 1997, Jan Average, Luxembourg, LUX
124.728, 1997, Feb Average, Luxembourg, LUX
37.0059, 1997, Mar Average, Luxembourg, LUX
