X1,country,variable,percentile,year,value,country_iso3,X1_1,AgrGDP,Pop,TotGDP,gdpCAP_wdi,gdpCAPppp_wdi,countryname,NonAgrGDP,growthWDI,AgrGDPgrowth,AgrGDPgrowthCap,TotGDPgrowth,TotGDPgrowthCap,NonAgrGDPgrowth,NonAgrGDPgrowthCap,firstyrWDIppp,GDPpctile_WDIppp,firstyrWDI,GDPpctile_WDI,continent,OilGDP,oil,gdpCAPppp,rgdpCAPgr,fid,UDel_temp_popweight,UDel_precip_popweight,UDel_precip_popweight_2,wdinomiss,bottom50,temp_sq,gdp_sq,temp_third,prec_third,temp_times_gdppc,prec_times_gdppc,time_trend,time_trend_sq,agri_share,avg_agri_share,Country Name,Indicator Name,Indicator Code,X65,agri_emp,avg_agri_emp,Above50,agri_bottom25,agri_25_50,agri_50_75,agri_top25,min_year,int_2007,agri_top50,agri_b25,agri_m_25_50,agri_m_50_75,agri_top_25,agri_top10,agri_b90,agri_top1,agri_b99,agri_top5,agri_b95,agri_top20,agri_b80,agri_b75,agri_b50,country_region,continent_ssaf,y_1991_MENA,y_1992_MENA,y_1993_MENA,y_1994_MENA,y_1995_MENA,y_1996_MENA,y_1997_MENA,y_1998_MENA,y_1999_MENA,y_2000_MENA,y_2001_MENA,y_2002_MENA,y_2003_MENA,y_2004_MENA,y_2005_MENA,y_2006_MENA,y_2007_MENA,y_2008_MENA,y_2009_MENA,y_2010_MENA,y_2011_MENA,y_2012_MENA,y_2013_MENA,y_1980_MENA,y_1981_MENA,y_1982_MENA,y_1983_MENA,y_1984_MENA,y_1985_MENA,y_1986_MENA,y_1987_MENA,y_1988_MENA,y_1989_MENA,y_1990_EECA,y_1991_EECA,y_1992_EECA,y_1993_EECA,y_1994_EECA,y_1995_EECA,y_1996_EECA,y_1997_EECA,y_1998_EECA,y_1999_EECA,y_2000_EECA,y_2001_EECA,y_2002_EECA,y_2003_EECA,y_2004_EECA,y_2005_EECA,y_2006_EECA,y_2007_EECA,y_2008_EECA,y_2009_EECA,y_2010_EECA,y_2011_EECA,y_2012_EECA,y_2013_EECA,y_1980_EECA,y_1981_EECA,y_1982_EECA,y_1983_EECA,y_1984_EECA,y_1985_EECA,y_1986_EECA,y_1987_EECA,y_1988_EECA,y_1989_EECA,y_1990_MA,y_1991_MA,y_1992_MA,y_1993_MA,y_1994_MA,y_1995_MA,y_1996_MA,y_1997_MA,y_1998_MA,y_1999_MA,y_2000_MA,y_2001_MA,y_2002_MA,y_2003_MA,y_2004_MA,y_2005_MA,y_2006_MA,y_2007_MA,y_2008_MA,y_2009_MA,y_2010_MA,y_2011_MA,y_2012_MA,y_2013_MA,y_1980_MA,y_1981_MA,y_1982_MA,y_1983_MA,y_1984_MA,y_1985_MA,y_1986_MA,y_1987_MA,y_1988_MA,y_1989_MA,y_1990_WEOFF,y_1991_WEOFF,y_1992_WEOFF,y_1993_WEOFF,y_1994_WEOFF,y_1995_WEOFF,y_1996_WEOFF,y_1997_WEOFF,y_1998_WEOFF,y_1999_WEOFF,y_2000_WEOFF,y_2001_WEOFF,y_2002_WEOFF,y_2003_WEOFF,y_2004_WEOFF,y_2005_WEOFF,y_2006_WEOFF,y_2007_WEOFF,y_2008_WEOFF,y_2009_WEOFF,y_2010_WEOFF,y_2011_WEOFF,y_2012_WEOFF,y_2013_WEOFF,y_1980_WEOFF,y_1981_WEOFF,y_1982_WEOFF,y_1983_WEOFF,y_1984_WEOFF,y_1985_WEOFF,y_1986_WEOFF,y_1987_WEOFF,y_1988_WEOFF,y_1989_WEOFF,y_1990_WAF,y_1991_WAF,y_1992_WAF,y_1993_WAF,y_1994_WAF,y_1995_WAF,y_1996_WAF,y_1997_WAF,y_1998_WAF,y_1999_WAF,y_2000_WAF,y_2001_WAF,y_2002_WAF,y_2003_WAF,y_2004_WAF,y_2005_WAF,y_2006_WAF,y_2007_WAF,y_2008_WAF,y_2009_WAF,y_2010_WAF,y_2011_WAF,y_2012_WAF,y_2013_WAF,y_1980_WAF,y_1981_WAF,y_1982_WAF,y_1983_WAF,y_1984_WAF,y_1985_WAF,y_1986_WAF,y_1987_WAF,y_1988_WAF,y_1989_WAF,y_1990_EAF,y_1991_EAF,y_1992_EAF,y_1993_EAF,y_1994_EAF,y_1995_EAF,y_1996_EAF,y_1997_EAF,y_1998_EAF,y_1999_EAF,y_2000_EAF,y_2001_EAF,y_2002_EAF,y_2003_EAF,y_2004_EAF,y_2005_EAF,y_2006_EAF,y_2007_EAF,y_2008_EAF,y_2009_EAF,y_2010_EAF,y_2011_EAF,y_2012_EAF,y_2013_EAF,y_1980_EAF,y_1981_EAF,y_1982_EAF,y_1983_EAF,y_1984_EAF,y_1985_EAF,y_1986_EAF,y_1987_EAF,y_1988_EAF,y_1989_EAF,y_1990_LAC,y_1991_LAC,y_1992_LAC,y_1993_LAC,y_1994_LAC,y_1995_LAC,y_1996_LAC,y_1997_LAC,y_1998_LAC,y_1999_LAC,y_2000_LAC,y_2001_LAC,y_2002_LAC,y_2003_LAC,y_2004_LAC,y_2005_LAC,y_2006_LAC,y_2007_LAC,y_2008_LAC,y_2009_LAC,y_2010_LAC,y_2011_LAC,y_2012_LAC,y_2013_LAC,y_1980_LAC,y_1981_LAC,y_1982_LAC,y_1983_LAC,y_1984_LAC,y_1985_LAC,y_1986_LAC,y_1987_LAC,y_1988_LAC,y_1989_LAC,y_1990_SAF,y_1991_SAF,y_1992_SAF,y_1993_SAF,y_1994_SAF,y_1995_SAF,y_1996_SAF,y_1997_SAF,y_1998_SAF,y_1999_SAF,y_2000_SAF,y_2001_SAF,y_2002_SAF,y_2003_SAF,y_2004_SAF,y_2005_SAF,y_2006_SAF,y_2007_SAF,y_2008_SAF,y_2009_SAF,y_2010_SAF,y_2011_SAF,y_2012_SAF,y_2013_SAF,y_1980_SAF,y_1981_SAF,y_1982_SAF,y_1983_SAF,y_1984_SAF,y_1985_SAF,y_1986_SAF,y_1987_SAF,y_1988_SAF,y_1989_SAF,y_1990_SEAS,y_1991_SEAS,y_1992_SEAS,y_1993_SEAS,y_1994_SEAS,y_1995_SEAS,y_1996_SEAS,y_1997_SEAS,y_1998_SEAS,y_1999_SEAS,y_2000_SEAS,y_2001_SEAS,y_2002_SEAS,y_2003_SEAS,y_2004_SEAS,y_2005_SEAS,y_2006_SEAS,y_2007_SEAS,y_2008_SEAS,y_2009_SEAS,y_2010_SEAS,y_2011_SEAS,y_2012_SEAS,y_2013_SEAS,y_1980_SEAS,y_1981_SEAS,y_1982_SEAS,y_1983_SEAS,y_1984_SEAS,y_1985_SEAS,y_1986_SEAS,y_1987_SEAS,y_1988_SEAS,y_1989_SEAS,agri_top30,agri_b70
1509,LR,sptinc992j,p0p50,2011,0.1715603413,LBR,4806,642435718.2,4079697,1047942871,256.867819,728.9858716,Liberia,405507168,0.0570984482765198,0.0496027879416943,0.0193163882941008,0.0873848497867584,0.0570984482765198,0.150327250361443,0.120040848851204,1990,1,1960,29,SSAF,NA,0,481.217224121094,0.0461134910583496,NA,NA,NA,NA,53,0.1715603413,NA,231570.016790811,NA,NA,NA,NA,52,2704,0.613044600023812,0.701292267048571,Liberia,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,46.7270011901855,49.1849565920622,1,0,0,1,0,1990,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,Western Africa,WAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1510,LR,sptinc992j,p0p50,2012,0.1736263646,LBR,4807,666335899,4190435,1155237990,275.6845029,782.3872543,Liberia,488902080,0.0706954747438431,0.0365271344780922,0.00974530819803476,0.0974773019552231,0.0706954747438431,0.187023669481277,0.160241842269897,1990,1,1960,29,SSAF,NA,0,NA,NA,NA,NA,NA,NA,53,0.1736263646,NA,NA,NA,NA,NA,NA,53,2809,0.57679534846322,0.701292267048571,Liberia,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,46.1520004272461,49.1849565920622,1,0,0,1,0,1990,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,Western Africa,WAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1511,LR,sptinc992j,p0p50,2013,0.1756923865,LBR,4808,NA,4294077,1285857805,299.4491726,849.8309242,Liberia,NA,0.0826875865459442,NA,NA,0.107119672000408,0.0826875865459442,NA,NA,1990,1,1960,29,SSAF,NA,0,NA,NA,NA,NA,NA,NA,53,0.1756923865,NA,NA,NA,NA,NA,NA,54,2916,NA,0.701292267048571,Liberia,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,45.476001739502,49.1849565920622,1,0,0,1,0,1990,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,Western Africa,WAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1540,LT,sptinc992j,p0p50,1991,0.234,LTU,5012,NA,3704134,23351068930,6304.056206,14759.86062,Lithuania,NA,-0.0601321160793304,NA,NA,-0.0584309473633766,-0.0601321160793304,NA,NA,1990,75,1990,70,EECA,0.157702624797821,0,8486.2412109375,-0.0590333938598633,130,7.02,0.55835,0.3117547225,22,0.234,49.2804,72016289.890214,345.948408,174068249.307875,59573.4133007812,4738292.78012695,32,1024,NA,0.0514540092176369,Lithuania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,21.4249992370605,16.3720908598466,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,Northern Europe,EECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1541,LT,sptinc992j,p0p50,1992,0.2203,LTU,5013,NA,3700114,18386872060,4969.271774,11634.69303,Lithuania,NA,-0.237919956445694,NA,NA,-0.239005833864212,-0.237919956445694,NA,NA,1990,75,1990,70,EECA,0.157702624797821,0,8188.15185546875,-0.236790657043457,130,7.43,0.61472,0.3778806784,22,0.2203,55.2049,67045830.8082163,410.172407,232290810.626048,60837.9682861328,5033420.70859375,33,1089,NA,0.0514540092176369,Lithuania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,21.3120002746582,16.3720908598466,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,Northern Europe,EECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1542,LT,sptinc992j,p0p50,1993,0.2072,LTU,5014,NA,3682613,15403259635,4182.698436,9793.067182,Lithuania,NA,-0.172316715121269,NA,NA,-0.177057787775993,-0.172316715121269,NA,NA,1990,75,1990,70,EECA,0.157702624797821,0,6653.00634765625,-0.172628402709961,130,6.2,0.71672,0.5136875584,22,0.2072,38.44,44262493.4619544,238.328,368170146.856448,41248.6393554688,4768342.70949219,34,1156,NA,0.0514540092176369,Lithuania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,21.2770004272461,16.3720908598466,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,Northern Europe,EECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1543,LT,sptinc992j,p0p50,1994,0.1829,LTU,5015,NA,3657144,13898969284,3800.498226,8898.211291,Lithuania,NA,-0.0958244279026985,NA,NA,-0.102764464914799,-0.0958244279026985,NA,NA,1990,75,1990,70,EECA,0.157702624797821,0,6930.78857421875,-0.0969858169555664,130,6.71,0.67574,0.4566245476,22,0.1829,45.0241,48035830.2605212,302.111711,308559471.795224,46505.5913330078,4683411.07114258,35,1225,NA,0.0514540092176369,Lithuania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,21.1110000610352,16.3720908598466,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,Northern Europe,EECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1544,LT,sptinc992j,p0p50,1995,0.1936,LTU,5016,951650484.8,3629102,14356256518,3955.870218,9261.988019,Lithuania,13404606464,0.0400684364140034,NA,NA,0.0323711559176445,0.0400684364140034,NA,NA,1990,75,1990,70,EECA,0.157702624797821,0,7137.21728515625,0.031158447265625,130,6.9,0.6852,0.46949904,22,0.1936,47.61,50939870.5755332,328.509,321700742.208,49246.7992675781,4890421.28378906,36,1296,0.0662882056758189,0.0514540092176369,Lithuania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,20.9810009002686,16.3720908598466,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,Northern Europe,EECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1545,LT,sptinc992j,p0p50,1996,0.2006,LTU,5017,1064967582,3601613,15100293918,4192.647549,9816.361315,Lithuania,14035325952,0.0581317991018295,0.112501807510853,0.120105244219303,0.0505283661186695,0.0581318028271198,0.045979019254446,0.053582452237606,1990,75,1990,70,EECA,0.157702624797821,0,7496.447265625,0.0579948425292969,130,5.34,0.52332,0.2738638224,22,0.2006,28.5156,56196721.6062965,152.273304,143318415.538368,40031.0283984375,3923040.78304688,37,1369,0.0705262816593607,0.0514540092176369,Lithuania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,20.8309993743896,16.3720908598466,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,Northern Europe,EECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1546,LT,sptinc992j,p0p50,1997,0.2095,LTU,5018,1165614952,3575137,16228155777,4539.170325,10627.68464,Lithuania,15062541312,0.0794118419289589,0.0903044417500496,0.0976827442646027,0.0720335394144058,0.0794118419289589,0.0706335231661797,0.0780118256807327,1990,75,1990,70,EECA,0.157702624797821,0,8338.6591796875,0.0857553482055664,130,6.63,0.64631,0.4177166161,22,0.2095,43.9569,69533236.9149866,291.434247,269974426.151591,55285.3103613281,5389358.81442383,38,1444,0.0718267046494596,0.0514540092176369,Lithuania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,20.6599998474121,16.3720908598466,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,Northern Europe,EECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
