country,year,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,abs_red,abs_red_se,rel_red,rel_red_se,X1,iso,AgrGDP,Pop,TotGDP,gdpCAP_wdi,gdpCAPppp_wdi,NonAgrGDP,growthWDI,AgrGDPgrowth,AgrGDPgrowthCap,TotGDPgrowth,TotGDPgrowthCap,NonAgrGDPgrowth,NonAgrGDPgrowthCap,firstyrWDIppp,GDPpctile_WDIppp,firstyrWDI,GDPpctile_WDI,continent,OilGDP,oil,gdpCAPppp,rgdpCAPgr,fid,UDel_temp_popweight,UDel_precip_popweight,UDel_precip_popweight_2,wdinomiss,_yi_isoXtim_2,_yi_isoXtim_3,temp_sq,time_trend,time_trend_sq,gdp_sq,temp_third,prec_third,gdp_pc_non_ppp,gdp_pc_non_ppp_sq,agri_share,avg_agri_share,Country Name,Indicator Name,Indicator Code,X65,agri_emp,avg_agri_emp,Above50,agri_bottom25,agri_25_50,agri_50_75,agri_top25,min_year,int_2007,agri_top50,agri_b25,agri_m_25_50,agri_m_50_75,agri_top_25
Bulgaria,2012,33.6,1.5,36.5,3.3,2.9,3.6,7.9,4.9,747,BGR,1722812531,7305888,33787444849,4624.686944,15705.81754,32064632832,0.0117843234911561,0.0344014279544353,0.0401936322450638,0.00599211780354381,0.0117843234911561,0.00448830844834447,0.0102805141359568,1990,61,1980,47,EECA,0.0987875014543533,0,NA,NA,NA,NA,NA,NA,33,0,0,NA,53,2809,NA,NA,NA,4624.686944146967,21387729.331363413,0.05098972528699487,0.09010598808197569,Bulgaria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,6.44000005722046,11.795000097025994,0,0,1,0,0,1989,1,0,0,1,0,0
Bulgaria,2013,33.8,1.6,36.5,3.3,2.7,3.7,7.4,5,748,BGR,NA,7265115,34091077130,4692.434618,15935.89421,NA,0.0145428748801351,NA,NA,0.00894640292972326,0.0145428748801351,NA,NA,1990,61,1980,47,EECA,0.0987875014543533,0,NA,NA,NA,NA,NA,NA,33,0,0,NA,54,2916,NA,NA,NA,4692.434618034264,22018942.644526366,NA,0.09010598808197569,Bulgaria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,6.65999984741211,11.795000097025994,0,0,1,0,0,1989,1,0,0,1,0,0
Burkina Faso,1994,46.7,2.3,49.7,2.6,NA,NA,NA,NA,632,BFA,1008634257,9816586,2719372414,277.0181419,858.9331021,1710738176,-0.0142089687287807,0.00524562364444137,-0.0220277067273855,0.0130643611773849,-0.0142089687287807,0.0177030675113201,-0.00957026332616806,1990,4,1960,5,SSAF,NA,0,597.710510253906,-0.0145025253295898,233,27.5,1.0109299999999999,1.0219794648999998,53,0,0,756.25,35,1225,357257.8540679847,20796.875,1033149700.4513569,277.0181419487386,76739.05096873149,0.37090699744077055,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,89.1380004882813,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,1995,46.7,2.4,49.7,2.5,NA,NA,NA,NA,633,BFA,1072818044,10089876,2874821908,284.9214309,883.4383439,1802003840,0.0281304623931646,0.0616916790604591,0.0342325381934643,0.0555896051228046,0.0281304623931646,0.0519743300974369,0.024515189230442,1990,4,1960,5,SSAF,NA,0,618.998962402344,0.0279989242553711,233,27.91,0.79257,0.6281672049,53,0,0,778.9681,36,1296,383159.71545517846,21740.999671,497866481.5875931,284.92143094721877,81180.22181301075,0.3731772187399095,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,87.9619979858398,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,1996,46.7,2.3,49.7,2.4,NA,NA,NA,NA,634,BFA,1207297018,10372562,3191476178,307.6844638,954.018279,1984179200,0.0768613293766975,0.118095122277737,0.0904636159539223,0.104492835700512,0.0768613293766975,0.0963060408830643,0.0686745345592499,1990,4,1960,5,SSAF,NA,0,661.899291992188,0.0768184661865234,233,28.14,0.75887,0.5758836769000001,53,0,0,791.8596,37,1369,438110.67273975967,22282.929144,437020845.889103,307.6844638769091,94669.72931122097,0.3782879616405522,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,86.6520004272461,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,1997,46.7,2.2,49.6,2.3,NA,NA,NA,NA,635,BFA,1160209777,10664982,3393076453,318.1511655,986.4717365,2232866560,0.0334518440067768,-0.0397831611335278,-0.0675847753882408,0.0612534582614899,0.0334518440067768,0.118080884218216,0.0902792736887932,1990,4,1960,5,SSAF,NA,0,697.082641601562,0.0334916114807129,233,28.01,0.7064400000000001,0.4990574736000001,53,0,0,784.5601,38,1444,485924.2092222118,21975.528401000003,352554161.64998406,318.15116546844615,101220.1640889306,0.34193446362642277,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,85.0800018310547,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,1998,46.7,2.2,49.6,2.2,NA,NA,NA,NA,636,BFA,1352252066,10967836,3641032967,331.9736881,1029.330382,2288780800,0.0425290800631046,0.153170570731163,0.12516924738884,0.0705304071307182,0.0425290800631046,0.0247330609709024,-0.00326826423406601,1990,4,1960,5,SSAF,NA,0,726.971923828125,0.0426478385925293,233,28.34,0.84994,0.7223980036000001,53,0,0,803.1555999999999,39,1521,528488.1780343652,22761.429704,613994959.17978406,331.97368806389886,110206.52956674683,0.3713924257912384,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,83.5970001220703,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,1999,46.4,2.2,49.3,2.2,NA,NA,NA,NA,637,BFA,1371248827,11281942,3910621565,346.6266326,1074.763865,2539372800,0.0431925021111965,0.0139504773542285,-0.0142859276384115,0.0714289024472237,0.0431925021111965,0.103897847235203,0.0756614431738853,1990,4,1960,5,SSAF,NA,0,745.52734375,0.0325002670288086,233,27.87,0.89297,0.7973954209,53,0,0,776.7369000000001,40,1600,555811.0202789307,21647.657403,712050189.0010731,346.6266326311552,120150.02244921382,0.3506472831001227,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,81.6149978637695,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,2000,46.1,2.2,48.9,2.2,NA,NA,NA,NA,638,BFA,1321182591,11607944,3982851579,343.1142999,1063.873391,2661668864,-0.0101845860481262,-0.0371946394443512,-0.0656809359788895,0.018301710486412,-0.0101845860481262,0.0470361970365047,0.0185499005019665,1990,4,1960,5,SSAF,NA,0,754.222229003906,-0.00953006744384766,233,28.1,0.72073,0.5194517329,53,0,0,789.6100000000001,41,1681,568851.1707236205,22188.041000000005,374384447.45301706,343.114299913921,117727.42280542012,0.3317177566862077,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,79.879997253418,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,2001,45.9,2.1,48.6,2.3,NA,NA,NA,NA,639,BFA,1591366885,11946080,4245137265,355.3581815,1101.837241,2653770496,0.0350626148283482,0.186066091060638,0.157352581620216,0.0637761130928993,0.0350626148283482,-0.0029718610458076,-0.0316853597760201,1990,4,1960,5,SSAF,NA,0,769.162170410156,0.0356144905090332,233,28.27,0.7311,0.53450721,53,0,0,799.1929,42,1764,591610.4443900619,22593.183283,390778221.23100007,355.35818151226175,126279.43716770157,0.37486818108813263,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,78.1179962158203,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,2002,45.6,2.2,48.3,2.2,NA,NA,NA,NA,640,BFA,1682483482,12296399,4463498007,362.992288,1125.507845,2781014528,0.0212553460150957,0.0556776411831379,0.0267743784934282,0.0501586087048054,0.0212553460150957,0.0468343421816826,0.0179310776293278,1990,4,1960,5,SSAF,NA,0,783.164611816406,0.0140094757080078,233,28.5,0.6717799999999999,0.4512883683999999,53,0,0,812.25,43,1849,613346.8092015419,23149.125,303166500.12375194,362.9922879861006,131763.4011373842,0.37694281018192466,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,75.9120025634766,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,2003,45.4,2.2,47.9,2.2,NA,NA,NA,NA,641,BFA,1804779328,12659086,4811762166,380.1034424,1178.563348,3006982912,0.0460618436336517,0.0701673626899719,0.0410986021161079,0.0751306042075157,0.0460618436336517,0.0781214237213135,0.0490526594221592,1990,4,1960,5,SSAF,NA,0,800.082763671875,0.0463404655456543,233,28.33,0.99342,0.9868832963999999,53,0,0,802.5888999999999,44,1936,640132.4287248254,22737.343536999997,980389604.3096879,380.1034423812272,144478.6269100589,0.37507658644323777,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,73.0699996948242,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,2004,45,2.1,47.5,2.3,NA,NA,NA,NA,642,BFA,1744439759,13034258,5027254632,385.6954981,1195.902291,3282814976,0.0146047603338957,-0.0340048782527447,-0.0632107853889465,0.0438106656074524,0.0146047603338957,0.0877640545368195,0.0585581548511982,1990,4,1960,5,SSAF,NA,0,820.905212402344,0.0148124694824219,233,28.46,0.78688,0.6191801344000001,53,0,0,809.9716000000001,45,2025,673885.3677493375,23051.791736000003,487220464.156672,385.69549812501793,148761.01727390572,0.3469964994206007,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,70.0329971313477,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,2005,44.7,2.2,47.1,2.4,NA,NA,NA,NA,643,BFA,1927978047,13421929,5462709055,406.9988043,1261.956142,3534731008,0.0537620559334755,0.100038357079029,0.0707296207547188,0.0830707922577858,0.0537620559334755,0.0739359259605408,0.0446271821856499,1990,4,1960,5,SSAF,NA,0,876.97265625,0.0538616180419922,233,28.7,0.81226,0.6597663076,53,0,0,823.6899999999999,46,2116,769081.0398101807,23639.903,535901781.011176,406.9988043447406,165648.02673804844,0.3529344190929092,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,67.0820007324219,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,2006,44.3,2.2,46.7,2.4,NA,NA,NA,NA,644,BFA,2004851963,13822257,5832414795,421.958208,1308.339844,3827562752,0.036096028983593,0.0390984155237675,0.00970815680921078,0.0654862821102142,0.036096028983593,0.0795910432934761,0.0502007827162743,1990,4,1960,5,SSAF,NA,0,906.31640625,0.0312466621398926,233,28.38,0.81111,0.6578994321,53,0,0,805.4244,47,2209,821409.428237915,22857.944472,533628808.37063104,421.9582080553125,178048.7293452504,0.34374303499790776,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,63.3460006713867,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,2007,44,2.3,46.3,2.5,NA,NA,NA,NA,645,BFA,1920512499,14235075,6042743720,424.4967954,1316.211086,4122231296,0.00599818071350455,-0.042978148907423,-0.0724070146679878,0.0354270525276661,0.00599818071350455,0.0741663500666618,0.0447374805808067,1990,4,1960,5,SSAF,NA,0,893.964782714844,0.0107154846191406,233,28.33,0.82175,0.6752730625,53,0,0,802.5888999999999,48,2304,799173.0327343981,22737.343536999997,554905639.109375,424.4967954155493,180197.5293180707,0.31782127258575843,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,59.3699989318848,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,2008,43.7,2.3,45.8,2.5,NA,NA,NA,NA,646,BFA,2299850503,14659646,6393223162,436.1103373,1352.22048,4093372672,0.0269908215850592,0.18025204539299,0.150862485170364,0.0563803799450397,0.0269908215850592,-0.00702534895390272,-0.036414910107851,1990,4,1960,5,SSAF,NA,0,922.182373046875,0.0266733169555664,233,27.83,0.8783099999999999,0.7714284560999999,53,0,0,774.5088999999999,49,2401,850420.3291583657,21554.582686999995,677553327.2771909,436.1103373164673,190192.22631428286,0.35973255503887885,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,56.4519996643066,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,2009,43.3,2.4,45.4,2.5,NA,NA,NA,NA,647,BFA,2086479361,15094967,6582810304,436.093057,1352.1669,4496330752,-3.96244722651318e-5,-0.097365990281105,-0.126628816127777,0.0292232036590576,-3.96245632146019e-5,0.0938924327492714,0.0646295994520187,1990,4,1960,5,SSAF,NA,0,932.111206054688,-6.04629516601562e-4,233,28.51,0.8660800000000001,0.7500945664000002,53,0,0,812.8201000000001,50,2500,868831.3004527249,23173.501051000003,649641902.0677121,436.09305697720305,190177.15434372207,0.3169587554014985,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,52.2410011291504,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,2010,43.1,2.5,45.1,2.5,NA,NA,NA,NA,648,BFA,2310308272,15540284,7105465610,457.2288132,1417.701239,4795157504,0.0473282970488071,0.101902835071087,0.0728285908699036,0.0764025375247002,0.0473282970488071,0.0643448829650879,0.0352706350386143,1990,4,1960,5,SSAF,NA,0,974.8154296875,0.0465607643127441,233,28.56,0.95356,0.9092766736,53,0,0,815.6736,51,2601,950265.1219568253,23295.638015999997,867049864.8780159,457.22881319286057,209058.1876137518,0.3251452330933173,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,47.9570007324219,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,2011,42.8,2.5,44.7,2.5,NA,NA,NA,NA,649,BFA,2199236867,15995313,7404611235,462.9238099,1435.359364,5205374464,0.0123785324394703,-0.0492705442011356,-0.0781306698918343,0.0412386544048786,0.0123785324394703,0.0820850878953934,0.053224965929985,1990,4,1960,5,SSAF,NA,0,979.807250976562,0.0196943283081055,NA,NA,NA,NA,53,0,0,NA,52,2704,960022.2490662476,NA,NA,462.9238099310717,214298.45380109898,0.29700909301013423,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,43.7290000915527,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,2012,42.6,2.5,44.4,2.6,NA,NA,NA,NA,650,BFA,2667701243,16460141,8110820116,492.7552028,1527.855728,5443119104,0.0624500215053558,0.193106725811958,0.164460703730583,0.091096043586731,0.0624500215053558,0.0446606203913689,0.0160145983099937,1990,4,1960,5,SSAF,NA,0,NA,NA,NA,NA,NA,NA,53,0,0,NA,53,2809,NA,NA,NA,492.755202765274,242807.68985224632,0.32890647367921483,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,39.2140007019043,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burkina Faso,2013,42.4,2.5,44.1,2.7,NA,NA,NA,NA,651,BFA,NA,16934839,8640399196,510.2144281,1581.990473,NA,0.0348185785114765,NA,NA,0.063249796628952,0.0348185785114765,NA,NA,1990,4,1960,5,SSAF,NA,0,NA,NA,NA,NA,NA,NA,53,0,0,NA,54,2916,NA,NA,NA,510.2144281383484,260318.7626805419,NA,0.3491683695294073,Burkina Faso,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,34.5859985351563,67.7516996383667,1,0,0,0,1,1994,1,1,0,0,0,1
Burundi,1992,38.7,2.9,40.6,3.2,NA,NA,NA,NA,468,BDI,624475100.9,5882679,1298130178,220.6698985,1061.749182,673655104,-0.0128024015575647,0.030917102470994,0.00806538201868534,0.0100493198260665,-0.0128024006262422,-0.00891362689435482,-0.0317653492093086,1990,7,1960,3,SSAF,NA,0,480.606628417969,-0.00131702423095703,34,20.74,1.01471,1.0296363841,53,0,0,430.14759999999995,33,1089,230982.73127928772,8921.261223999998,1044782335.3101112,220.66989852752462,48695.204116148016,0.48105737890025385,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,91.3349990844727,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
Burundi,1993,38.8,2.9,40.8,3.1,NA,NA,NA,NA,469,BDI,597123091.5,6003704,1217126855,202.7293243,975.4284367,620003776,-0.084796205163002,-0.0447881817817688,-0.0651525259017944,-0.0644318610429764,-0.084796205163002,-0.0829926952719688,-0.103357039391994,1990,7,1960,3,SSAF,NA,0,458.643432617188,-0.0895705223083496,34,20.81,0.9394,0.8824723600000001,53,0,0,433.05609999999996,34,1156,210353.79828287708,9011.897441,828994534.984,202.72932426382113,41099.178916465535,0.4906005393332645,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,91.495002746582,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
Burundi,1994,38.9,2.8,40.9,3,NA,NA,NA,NA,470,BDI,539023014.7,6112449,1170510896,191.4962229,921.3805751,631487872,-0.057003628462553,-0.102365009486675,-0.120315909385681,-0.0390527285635471,-0.057003628462553,0.0183531679213047,4.02269070036709e-4,1990,7,1960,3,SSAF,NA,0,438.018676757812,-0.0453619956970215,34,21.63,1.07152,1.1481551104,53,0,0,467.85689999999994,35,1225,191860.3611886646,10119.744746999999,1230271163.895808,191.4962228723708,36670.803374384705,0.46050234691706793,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,91.5739974975586,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
Burundi,1995,39,2.6,41.1,2.9,NA,NA,NA,NA,471,BDI,502531156.6,6209923,1077806433,173.5619642,835.0902171,575275264,-0.098333403468132,-0.0701006278395653,-0.0859216153621674,-0.082512423396110507,-0.098333403468132,-0.0932300910353661,-0.109051078557968,1990,7,1960,3,SSAF,NA,0,403.125427246094,-0.0843024253845215,34,20.98,1.0036,1.0072129600000002,53,0,0,440.16040000000004,36,1296,162510.1100923458,9234.565192,1010838926.656,173.5619641338548,30123.755394001495,0.46625362515348806,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,91.9869995117188,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
Burundi,1996,39.2,2.6,41.3,2.8,NA,NA,NA,NA,472,BDI,510119377,6294482,991581918.8,157.5319333,757.9620167,481462528,-0.096906490623951,0.0149871297180653,0.00146224966738373,-0.0833816081285477,-0.096906490623951,-0.178020238876343,-0.191545128822327,1990,7,1960,3,SSAF,NA,0,398.552185058594,-0.0987615585327148,34,20.17,1.08717,1.1819386089,53,0,0,406.8289000000001,37,1369,158843.84421497973,8205.738913000003,1284968197.4378133,157.53193333462545,24816.310020144876,0.514450059373148,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,92.5530014038086,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
Burundi,1997,39.3,2.5,41.4,2.8,NA,NA,NA,NA,473,BDI,527106352.3,6369573,975815766.3,153.1995577,737.1168705,448709408,-0.0278868190944195,0.0327575653791428,0.0208985060453415,-0.0160277616232634,-0.0278868190944195,-0.0704529210925102,-0.0823119804263115,1990,7,1960,3,SSAF,NA,0,489.009429931641,-0.00290393829345703,34,20.31,1.15247,1.3281871009000001,53,0,0,412.49609999999996,38,1444,239130.22256206852,8377.795790999999,1530695788.1742232,153.19955769405578,23470.104477654328,0.5401699485740314,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,92.556999206543,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
Burundi,1998,39.4,2.4,41.6,2.7,NA,NA,NA,NA,474,BDI,537279504.9,6447672,1022167015,158.5327255,762.7773098,484887520,0.0342196710407734,0.0191161166876554,0.0069294162094593,0.0464063733816147,0.0342196710407734,0.0775414630770683,0.0653547644615173,1990,7,1960,3,SSAF,NA,0,464.632934570312,0.0371413230895996,34,19.92,1.04724,1.0967116175999998,53,0,0,396.80640000000005,39,1521,215883.76388741983,7904.383488000002,1148520274.415424,158.53272545501693,25132.625040195773,0.5256279032834962,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,92.2099990844727,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
Burundi,1999,39.3,2.5,41.5,2.8,NA,NA,NA,NA,475,BDI,531691798,6545273,1011843128,154.5914324,743.8138501,480151328,-0.0251753255724907,-0.0104544581845403,-0.0254784319549799,-0.0101513508707285,-0.0251753255724907,-0.00981562584638596,-0.0248396005481482,1990,7,1960,3,SSAF,NA,0,453.168609619141,-0.0196638107299805,34,19.79,1.10835,1.2284397224999999,53,0,0,391.6441,40,1600,205361.78874414542,7750.636738999999,1361541166.4328747,154.59143232069923,23898.51094696533,0.525468606038702,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,92.1880035400391,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
Burundi,2000,39.2,2.5,41.3,2.9,NA,NA,NA,NA,476,BDI,504157340.2,6674286,1003173008,150.3041686,723.1857588,499015680,-0.0281246844679117,-0.0531755909323692,-0.0726947113871574,-0.00860556215047836,-0.0281246844679117,0.0385361984372139,0.0190170742571354,1990,7,1960,3,SSAF,NA,0,444.871948242188,-0.0233755111694336,34,20.24,1.15875,1.3427015624999998,53,0,0,409.65759999999995,41,1681,197911.05033280002,8291.469823999998,1555855435.546875,150.3041685657462,22591.34308824025,0.5025627047174299,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,92.120002746582,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
Burundi,2001,39,2.5,41.2,2.9,NA,NA,NA,NA,477,BDI,486799514.6,6839376,1023796310,149.6914792,720.237815,536996800,-0.00408466113731265,-0.0350360386073589,-0.0594703070819378,0.0203496068716049,-0.00408466113731265,0.0733546167612076,0.048920352011919,1990,7,1960,3,SSAF,NA,0,455.869537353516,0.00132036209106445,34,20.51,1.08118,1.1689501924,53,0,0,420.66010000000006,42,1764,207817.03508690873,8627.738651000001,1263845569.0190322,149.69147916418106,22407.53893436045,0.475484732505043,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,92.1330032348633,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
Burundi,2002,39,2.5,41,2.9,NA,NA,NA,NA,478,BDI,507412496.7,7037727,1069319612,151.9410474,731.0615715,561907136,0.0149162290617824,0.0414719134569168,0.0128831621259451,0.0435049794614315,0.0149162290617824,0.0453444607555866,0.0167557131499052,1990,7,1960,3,SSAF,NA,0,458.379455566406,0.020230770111084,34,20.27,1.19799,1.4351800401000003,53,0,0,410.87289999999996,43,1849,210111.7252853548,8328.393683,1719331336.239399,151.94104744330093,23086.081898167424,0.47451902219483466,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,92.1849975585938,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
Burundi,2003,38.8,2.6,40.8,2.9,NA,NA,NA,NA,479,BDI,489582903.8,7264340,1056234049,145.3998641,699.5887875,566651136,-0.0440049692988396,-0.0357704646885395,-0.0674626603722572,-0.0123127717524767,-0.0440049692988396,0.00840723607689142,-0.023284962400794,1990,7,1960,3,SSAF,NA,0,477.476013183594,-0.039151668548584,34,20.44,0.89964,0.8093521296,53,0,0,417.7936,44,1936,227983.3431656996,8539.701184000001,728125549.873344,145.39986413080885,21141.120489257675,0.4635174412939229,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,92.0289993286133,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
Burundi,2004,38.7,2.6,40.7,2.9,NA,NA,NA,NA,480,BDI,488411144.3,7510771,1107288788,147.4267806,709.3412589,618877632,0.0138440197333694,-0.00239625200629234,-0.0357569307088852,0.0472046956419945,0.0138440188020468,0.0881637334823608,0.054803054779768,1990,7,1960,3,SSAF,NA,0,494.983825683594,0.0141258239746094,34,20.68,0.95052,0.9034882704,53,0,0,427.6624,45,2025,245008.98768836656,8844.058432,858783670.7806079,147.42678055288866,21734.65562418959,0.44108741061324647,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,92.5479965209961,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
Burundi,2005,38.7,2.6,40.6,2.9,NA,NA,NA,NA,481,BDI,456369385.5,7770392,1117254387,143.7835295,691.8118229,660884992,-0.0250227488577366,-0.0678550228476524,-0.101837515830994,0.00895974133163691,-0.0250227488577366,0.0656722709536552,0.031689777970314,1990,7,1960,3,SSAF,NA,0,476.874114990234,-0.0206961631774902,34,21.4,0.96161,0.9246937920999999,53,0,0,457.9599999999999,46,2116,227408.9215477189,9800.343999999997,889194797.421281,143.7835294538551,20673.703342207617,0.4084740152378565,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,92.1050033569336,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
Burundi,2006,38.5,2.6,40.5,2.9,NA,NA,NA,NA,482,BDI,470736884.9,8042579,1177414708,146.3976553,704.3896415,706677824,0.0180176850408316,0.0309967696666718,-0.00343241961672902,0.0524468757212162,0.0180176850408316,0.0669950321316719,0.0325658433139324,1990,7,1960,3,SSAF,NA,0,474.43798828125,0.0229144096374512,34,21.14,1.21149,1.4677080201,53,0,0,446.8996,47,2209,225091.4047243595,9447.457544,1778113589.2709491,146.39765527948188,21432.27347133001,0.3998055075255608,0.4352283941742435,Burundi,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,92,91.94686369462448,1,0,0,0,1,1992,1,1,0,0,0,1
