"","Domain Code","Domain","Area Code (FAO)","Area","Element Code","Element","Item Code","Item","Year Code","Year","Months Code","Months","Unit","Value","Flag","Flag Description","...1","country","variable","percentile","value","country_iso3","X1","AgrGDP","Pop","TotGDP","gdpCAP_wdi","gdpCAPppp_wdi","NonAgrGDP","growthWDI","AgrGDPgrowth","AgrGDPgrowthCap","TotGDPgrowth","TotGDPgrowthCap","NonAgrGDPgrowth","NonAgrGDPgrowthCap","firstyrWDIppp","GDPpctile_WDIppp","firstyrWDI","GDPpctile_WDI","continent","OilGDP","oil","gdpCAPppp","rgdpCAPgr","fid","UDel_temp_popweight","UDel_precip_popweight","UDel_precip_popweight_2","wdinomiss","bottom50","temp_sq","gdp_sq","temp_third","prec_third","temp_times_gdppc","prec_times_gdppc","time_trend","time_trend_sq","agri_share","avg_agri_share","Country Name","Indicator Name","Indicator Code","X65","agri_emp","avg_agri_emp","Above50","agri_bottom25","agri_25_50","agri_50_75","agri_top25","min_year","int_2007","agri_top50","agri_b25","agri_m_25_50","agri_m_50_75","agri_top_25","agri_top10","agri_b90","agri_top1","agri_b99","agri_top5","agri_b95","agri_top20","agri_b80","agri_b75","agri_b50"
"436","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1992,1992,7021,"Annual value",NA,32,"Im","FAO data based on imputation methodology",682,"EE","sptinc992j","p0p50",0.1723,"EST",2599,NA,1533091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,66,"EECA",0,0,8366.3369140625,-0.221813201904297,64,6.1,0.64021,0.4098688441,20,0.1723,37.21,69995593.3596048,226.981,262402132.681261,51034.6551757812,5356212.55575195,33,1089,NA,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,18.0860004425049,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"437","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1993,1993,7021,"Annual value",NA,35,"Im","FAO data based on imputation methodology",683,"EE","sptinc992j","p0p50",0.1607,"EST",2600,NA,1494128,6926122807,4635.561884,9423.047078,NA,NA,NA,NA,NA,NA,NA,NA,1993,64,1993,66,"EECA",0,0,7966.9345703125,-0.039088249206543,64,4.65,0.67565,0.4565029225,20,0.1607,21.6225,63472046.4476404,100.544625,308436199.587125,37046.2457519531,5382859.34243164,34,1156,NA,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,16,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"438","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1994,1994,7021,"Annual value",NA,41,"Im","FAO data based on imputation methodology",684,"EE","sptinc992j","p0p50",0.1515,"EST",2601,NA,1462514,6812366477,4657.983771,9468.625694,NA,0.00482526933774352,NA,NA,-0.0165606178343296,0.00482526933774352,NA,NA,1993,64,1993,66,"EECA",0,0,7953.42236328125,0.00035667419433593,64,4.88,0.69036,0.4765969296,20,0.1515,23.8144,63256927.2887423,116.214272,329023456.318656,38812.7011328125,5490724.66271484,35,1225,NA,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,14.1529998779297,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"439","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1995,1995,7021,"Annual value",NA,49,"Im","FAO data based on imputation methodology",685,"EE","sptinc992j","p0p50",0.1524,"EST",2602,306865304,1436634,7117569022,4954.337028,10071.04472,6810703872,0.0616806745529175,NA,NA,0.0438266769051552,0.0616806745529175,NA,NA,1993,64,1993,66,"EECA",0,0,8619.5400390625,0.0598659515380859,64,5.74,0.74236,0.5510983696,20,0.1524,32.9476,74296470.4850016,189.119224,409113385.656256,49476.1598242188,6398801.74339844,36,1296,0.0431137798666226,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,10.1800003051758,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"440","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1996,1996,7021,"Annual value",NA,63,"Im","FAO data based on imputation methodology",686,"EE","sptinc992j","p0p50",0.1473,"EST",2603,309899288.8,1415594,7536786433,5324.115836,10822.72126,7226887168,0.0719833001494408,0.00983846746385098,0.0245921146124601,0.0572296492755413,0.0719833001494408,0.0593129247426987,0.0740665718913078,1993,64,1993,66,"EECA",0,0,7691.93896484375,0.0590190887451172,64,4.3,0.57762,0.3336448644,20,0.1473,18.49,59165925.0388815,79.507,192719946.574728,33075.3375488281,4443017.78487305,37,1369,0.0411182261239483,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,9.7209997177124,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"441","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1997,1997,7021,"Annual value",NA,63,"Im","FAO data based on imputation methodology",687,"EE","sptinc992j","p0p50",0.1446,"EST",2604,363697686.2,1399535,8421330572,6017.234704,12231.67489,8057632768,0.122381143271923,0.16007561981678,0.171484813094139,0.110971949994564,0.122381143271923,0.108811415731907,0.120220601558685,1993,64,1993,66,"EECA",0,0,8622.4091796875,0.116961479187012,64,5.39,0.67785,0.4594806225,20,0.1446,29.0521,74345940.0619593,156.590819,311458939.961625,46474.7854785156,5844700.06245117,38,1444,0.0431876748086882,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,9.6870002746582,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"442","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1998,1998,7021,"Annual value",NA,55,"Im","FAO data based on imputation methodology",688,"EE","sptinc992j","p0p50",0.1492,"EST",2605,461386147,1386156,8994797077,6489.022215,13190.71201,8533410816,0.0754840597510338,0.237912327051163,0.247517928481102,0.0658784657716751,0.0754840597510338,0.0573693290352821,0.0669749230146408,1993,64,1993,66,"EECA",0,0,9204.4560546875,0.0526084899902344,64,4.95,0.73878,0.5457958884,20,0.1492,24.5025,84722011.2626734,121.287375,403223086.432152,45562.0574707031,6800068.04408203,39,1521,0.0512947810884784,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,9.30000019073486,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"443","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1999,1999,7021,"Annual value",NA,45,"Im","FAO data based on imputation methodology",689,"EE","sptinc992j","p0p50",0.1498,"EST",2606,412423155.5,1380620,8970398369,6497.369565,13207.68028,8557975040,0.00128555356059223,-0.112185426056385,-0.108183644711971,-0.00271622138097882,0.00128555367700756,0.00287445867434144,0.00687623349949718,1993,64,1993,66,"EECA",0,0,9785.4619140625,0.00454139709472656,64,6.19,0.67408,0.4543838464,20,0.1498,38.3161,95755264.8715677,237.176659,306291063.181312,60572.0092480469,6596184.16703125,40,1600,0.0459760133870148,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,8.57499980926514,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"444","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2000,2000,7021,"Annual value",NA,60,"Im","FAO data based on imputation methodology",690,"EE","sptinc992j","p0p50",0.147,"EST",2607,482019451.7,1396985,9840273584,7043.936466,14318.72696,9358254080,0.0807697549462318,0.155934572219849,0.144150897860527,0.0925534293055534,0.0807697549462318,0.0893951430916786,0.0776114761829376,1993,64,1993,66,"EECA",0,0,10850.4345703125,0.101774215698242,64,6.72,0.69189,0.4787117721,20,0.147,45.1584,117731930.364633,303.464448,331215887.998269,72914.9203125,7507307.17485352,41,1681,0.0489843547118192,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,6.36199998855591,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"445","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2001,2001,7021,"Annual value",NA,65,"Im","FAO data based on imputation methodology",691,"EE","sptinc992j","p0p50",0.1491,"EST",2608,431921883.6,1388115,10458404578,7534.24938,15315.42203,10026482688,0.0672920346260071,-0.109739720821381,-0.1033700928092,0.0609224066138268,0.0672920346260071,0.0689711198210716,0.075340747833252,1993,64,1993,66,"EECA",0,0,11427.58203125,0.0667219161987305,64,5.58,0.8122,0.65966884,20,0.1491,31.1364,130589631.080948,173.741112,535783031.848,63765.907734375,9281482.12578125,42,1764,0.0412990222723434,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,6.3439998626709,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"446","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2002,2002,7021,"Annual value",NA,66,"Im","FAO data based on imputation methodology",692,"EE","sptinc992j","p0p50",0.1458,"EST",2609,434944397.6,1379350,11144520736,8079.545247,16423.88499,10709576704,0.0698763802647591,0.00697345426306129,0.013307792134583,0.0635420456528664,0.0698763802647591,0.0659084990620613,0.072242833673954,1993,64,1993,66,"EECA",0,0,12487.197265625,0.0680866241455078,64,5.84,0.58189,0.3385959721,20,0.1458,34.1056,155930095.550632,199.176704,197025610.205269,72925.23203125,7266175.21689453,43,1849,0.0390276448761951,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,6.59600019454956,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"447","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2003,2003,7021,"Annual value",NA,69,"Im","FAO data based on imputation methodology",693,"EE","sptinc992j","p0p50",0.1319,"EST",2610,470032630.9,1370720,12009935868,8761.77182,17810.69704,11539903488,0.0810625553131104,0.0775839164853096,0.0838601440191269,0.0747863352298737,0.0810625553131104,0.0746725350618362,0.0809487625956535,1993,64,1993,66,"EECA",0,0,13189.7041015625,0.0782480239868164,64,5.28,0.6182,0.38217124,20,0.1319,27.8784,173968294.286775,147.197952,236258260.568,69641.63765625,8153875.07558594,44,1936,0.0391369809186395,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,6.23600006103516,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"448","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2004,2004,7021,"Annual value",NA,76,"Im","FAO data based on imputation methodology",694,"EE","sptinc992j","p0p50",0.1472,"EST",2611,431625552.7,1362550,12771706520,9373.385578,19053.96925,12340080640,0.0674762055277824,-0.0852436870336533,-0.0792654752731323,0.0614980012178421,0.0674762055277824,0.0670416578650475,0.0730198621749878,1993,64,1993,66,"EECA",0,0,13853.423828125,0.0640945434570312,64,5.63,0.74363,0.5529855769,20,0.1472,31.6969,191917351.761662,178.453547,411216664.550147,77994.7761523438,10301821.5613086,45,2025,0.0337954487150242,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,5.06199979782104,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"449","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2005,2005,7021,"Annual value",NA,79,"Im","FAO data based on imputation methodology",695,"EE","sptinc992j","p0p50",0.1463,"EST",2612,429676547,1354775,13905561150,10264.11113,20859.94304,13475885056,0.0907791033387184,-0.00452572666108608,0.00119682832155377,0.0850565433502197,0.0907791033387184,0.0880492404103279,0.0937718003988266,1993,64,1993,66,"EECA",0,0,15289.1064453125,0.0867576599121094,64,5.67,0.5313,0.28227969,20,0.1463,32.1489,233756775.896096,182.284263,149975199.297,86689.2335449219,8123102.25439453,46,2116,0.0308996193943601,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,5.19299983978271,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"450","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2006,2006,7021,"Annual value",NA,87,"Im","FAO data based on imputation methodology",696,"EE","sptinc992j","p0p50",0.157,"EST",2613,425493699.9,1346810,15309653398,11367.34461,23102.06488,14884159488,0.102091282606125,-0.0097825676202774,-0.00388601212762296,0.0961947292089462,0.102091282606125,0.0993957296013832,0.105292282998562,1993,64,1993,66,"EECA",0,0,17017.041015625,0.0975465774536133,64,6.26,0.38553,0.1486333809,20,0.157,39.1876,289579684.927464,245.314376,57302627.338377,106526.676757812,6560579.82275391,47,2209,0.0277925103095792,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,5.06400012969971,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"451","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2007,2007,7021,"Annual value",NA,107,"Im","FAO data based on imputation methodology",697,"EE","sptinc992j","p0p50",0.1744,"EST",2614,492067133,1340680,16456683847,12274.87831,24946.46241,15964616704,0.0768100246787071,0.145365014672279,0.149926900863647,0.072248138487339,0.0768100246787071,0.0700772926211357,0.0746391788125038,1993,64,1993,66,"EECA",0,0,18476.3046875,0.073115348815918,64,6.44,0.4995,0.24950025,20,0.1744,41.4736,341373834.905334,267.089984,124625374.875,118987.4021875,9228914.19140625,48,2304,0.0299007465644242,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,4.77699995040894,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"452","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2008,2008,7021,"Annual value",NA,92,"Im","FAO data based on imputation methodology",698,"EE","sptinc992j","p0p50",0.1879,"EST",2615,496496761.7,1337090,15773508424,11796.89357,23975.04518,15277011968,-0.0397185198962688,0.00896180514246225,0.011643142439425,-0.0423998571932316,-0.0397185198962688,-0.0440256036818027,-0.04134426638484,1993,64,1993,66,"EECA",0,0,18503.5703125,-0.0418577194213867,64,6.85,0.57503,0.3306595009,20,0.1879,46.9225,342382114.309631,321.419125,190139132.802527,126749.456640625,10640108.0367969,49,2401,0.031476621963479,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,3.90199995040894,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"453","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2009,2009,7021,"Annual value",NA,74,"Im","FAO data based on imputation methodology",699,"EE","sptinc992j","p0p50",0.1916,"EST",2616,498271032.9,1334515,13549705747,10153.28096,20634.70086,13051435008,-0.150039345026016,0.00356721063144505,0.00549489120021462,-0.151967018842697,-0.150039345026016,-0.157451122999191,-0.15552344918251,1993,64,1993,66,"EECA",0,0,16832.9609375,-0.151278495788574,64,5.63,0.70552,0.4977584704,20,0.1916,31.6969,283348573.923401,178.453547,351178556.036608,94769.570078125,11875990.600625,50,2500,0.0367735685337905,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,4.05399990081787,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"454","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2010,2010,7021,"Annual value",NA,106,"Im","FAO data based on imputation methodology",700,"EE","sptinc992j","p0p50",0.1793,"EST",2617,436003724.6,1331475,13897254467,10437.4881,21212.30028,13461251072,0.027607049793005,-0.13349337875843,-0.131212800741196,0.025326469913125,0.027607049793005,0.0309171769768,0.0331977568566799,1993,64,1993,66,"EECA",0,0,17668.0703125,0.0331258773803711,64,4.62,0.70671,0.4994390241,20,0.1793,21.3444,312160708.567444,98.611128,352958552.721711,81626.48484375,12486201.9705469,51,2601,0.0313733713112415,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,4.21700000762939,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"455","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2011,2011,7021,"Annual value",NA,115,"Im","FAO data based on imputation methodology",701,"EE","sptinc992j","p0p50",0.1771,"EST",2618,504483878,1327439,15225543588,11469.86309,23310.41508,14721059840,0.0943190455436707,0.145885095000267,0.148920923471451,0.0912832170724869,0.0943190455436707,0.0894638448953629,0.0924996733665466,1993,64,1993,66,"EECA",0,0,19085.67578125,0.0800228118896484,NA,NA,NA,NA,20,0.1771,NA,364263020.026993,NA,NA,NA,NA,52,2704,0.033134047075837,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,4.41200017929077,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"456","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2012,2012,7021,"Annual value",NA,122,"Im","FAO data based on imputation methodology",702,"EE","sptinc992j","p0p50",0.1801,"EST",2619,566699384.6,1325016,15821721963,11940.77805,24272.89647,15255022592,0.0402362756431103,0.116293095052242,0.118120081722736,0.0384092852473259,0.0402362756431103,0.0356296896934509,0.037456676363945,1993,64,1993,66,"EECA",0,0,NA,NA,NA,NA,NA,NA,20,0.1801,NA,NA,NA,NA,NA,NA,53,2809,0.0358178070582493,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,4.49300003051758,8.08373915630838,0,0,1,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"457","PP","Producer Prices",63,"Estonia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2013,2013,7021,"Annual value",NA,117,"Im","FAO data based on imputation methodology",703,"EE","sptinc992j","p0p50",0.168,"EST",2620,546865967.9,1324612,15953144511,12043.6358,24481.98299,15406278656,0.00857710186392069,-0.035625234246254,-0.0353202894330025,0.00827215425670147,0.00857710279524326,0.0098663317039609,0.0101712802425027,1993,64,1993,66,"EECA",0,0,NA,NA,NA,NA,NA,NA,20,0.168,NA,NA,NA,NA,NA,NA,54,2916,0.0342795094423501,0.0378095646537939,"Estonia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,4.26200008392334,8.08373915630838,0,1,0,0,0,1991,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"458","PP","Producer Prices",238,"Ethiopia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1993,1993,7021,"Annual value",NA,18,"Im","FAO data based on imputation methodology",795,"ET","sptinc992j","p0p50",0.1314467738,"ETH",2654,3439192029,53357867,6517075127,122.1389739,553.4563757,3077883136,0.0885393470525742,0.0637907534837723,0.0288492199033499,0.123480878770351,0.0885393470525742,0.194684624671936,0.159743085503578,1990,2,1981,1,"SSAF",0,0,496.368041992188,0.0917463302612305,67,18.84,1.17377,1.3777360129,32,0.1314467738,354.9456,246381.233111159,6687.175104,1617145199.86163,9351.57391113282,582621.916649171,34,1156,0.52772017538229,0.453725207583177,"Ethiopia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,78.4749984741211,76.4229563837466,1,0,0,0,1,1981,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0
"459","PP","Producer Prices",238,"Ethiopia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1994,1994,7021,"Annual value",NA,20,"Im","FAO data based on imputation methodology",796,"ET","sptinc992j","p0p50",0.1273957203,"ETH",2655,3350467038,55199953,6724982985,121.8295056,552.0540617,3374515968,-0.00253695459105074,-0.0261368174105883,-0.0600774921476841,0.0314037203788757,-0.00253695459105074,0.0920098274946213,0.0580691546201706,1990,2,1981,1,"SSAF",0,0,445.361785888672,0.00156307220458984,67,19.36,1.06048,1.1246178304,32,0.1273957203,374.8096,198347.120329947,7256.313856,1192634716.78259,8622.20417480469,472297.266699219,35,1225,0.498211972502113,0.453725207583177,"Ethiopia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,77.806999206543,76.4229563837466,1,0,0,0,1,1981,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0
"460","PP","Producer Prices",238,"Ethiopia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1995,1995,7021,"Annual value",NA,19,"Im","FAO data based on imputation methodology",797,"ET","sptinc992j","p0p50",0.1233446663,"ETH",2656,3476668974,57023519,7137056860,125.1598811,567.1452115,3660387840,0.0269693974405527,0.0369748920202255,0.00447319867089391,0.0594710931181908,0.0269693974405527,0.0813172087073326,0.04881551861763,1990,2,1981,1,"SSAF",0,0,484.437622070312,0.0280489921569824,67,19.78,1.08399,1.1750343201,32,0.1233446663,391.2484,234679.809677138,7738.893352,1273725452.6452,9582.17616455077,525125.537947997,36,1296,0.487129224580677,0.453725207583177,"Ethiopia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,77.5390014648438,76.4229563837466,1,0,0,0,1,1981,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0
"461","PP","Producer Prices",238,"Ethiopia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1996,1996,7021,"Annual value",NA,16,"Im","FAO data based on imputation methodology",798,"ET","sptinc992j","p0p50",0.1407993123,"ETH",2657,4066381143,58815116,8023901607,136.42584,618.1953929,3957520384,0.0861892029643059,0.156678810715675,0.125743702054024,0.117124304175377,0.0861892029643059,0.0780485570430756,0.0471134558320045,1990,2,1981,1,"SSAF",0,0,478.396514892578,0.0936932563781738,67,19.47,1.24928,1.5607005184,32,0.1407993123,379.0809,228863.225461365,7380.705123,1949751943.62675,9314.38014495849,597651.198125,37,1369,0.506783525293046,0.453725207583177,"Ethiopia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,76.5839996337891,76.4229563837466,1,0,0,0,1,1981,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0
"462","PP","Producer Prices",238,"Ethiopia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1997,1997,7021,"Annual value",NA,16,"Im","FAO data based on imputation methodology",799,"ET","sptinc992j","p0p50",0.1582539596,"ETH",2658,4147796079,60584273,8275375764,136.5928046,618.9519705,4127579648,0.00122310046572238,0.0198236778378487,-0.00981276296079159,0.0308595411479473,0.00122310023289174,0.0420735292136669,0.0124370884150267,1990,2,1981,1,"SSAF",0,0,501.927124023438,0.0061802864074707,67,19.71,1.20296,1.4471127616,32,0.1582539596,388.4841,251930.83783044,7657.021611,1740818767.69434,9892.98361450196,603798.253115235,38,1444,0.501221478913861,0.453725207583177,"Ethiopia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,76.7289962768555,76.4229563837466,1,0,0,0,1,1981,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0
"463","PP","Producer Prices",238,"Ethiopia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1998,1998,7021,"Annual value",NA,18,"Im","FAO data based on imputation methodology",800,"ET","sptinc992j","p0p50",0.1757086062,"ETH",2659,3747934955,62353942,7989197153,128.126577,580.5883959,4241262080,-0.0639856159687042,-0.101372115314007,-0.130163669586182,-0.0351940579712391,-0.0639856159687042,0.0271696913987398,-0.00162186415400356,1990,2,1981,1,"SSAF",0,0,453.279022216797,-0.0688924789428711,67,19.73,1.23118,1.5158041924,32,0.1757086062,389.2729,205461.871981816,7680.354317,1866227805.59903,8943.1951083374,558068.066572876,39,1521,0.469125355554985,0.453725207583177,"Ethiopia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,76.9820022583008,76.4229563837466,1,0,0,0,1,1981,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0
"464","PP","Producer Prices",238,"Ethiopia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1999,1999,7021,"Annual value",NA,19,"Im","FAO data based on imputation methodology",801,"ET","sptinc992j","p0p50",0.1931632522,"ETH",2660,3875281025,64158887,8401631900,130.9503997,593.3841697,4526350848,0.0217999648302794,0.0334131717681885,0.00487745087593794,0.0503356866538525,0.0217999648302794,0.065055176615715,0.0365194566547871,1990,2,1981,1,"SSAF",0,0,458.22314453125,0.0234441757202148,67,19.55,0.98703,0.9742282209,32,0.1931632522,382.2025,209968.450184107,7472.058875,961592480.874927,8958.26247558594,452279.99034668,40,1600,0.461253369717376,0.453725207583177,"Ethiopia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,76.3550033569336,76.4229563837466,1,0,0,0,1,1981,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0
"465","PP","Producer Prices",238,"Ethiopia",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2000,2000,7021,"Annual value",NA,20,"Im","FAO data based on imputation methodology",802,"ET","sptinc992j","p0p50",0.1929778159,"ETH",2661,3993599661,66024199,8911851185,134.9785582,611.6372292,4918251520,0.030297314748168,0.0300748124718666,0.0014161019353196,0.0589560233056545,0.0302973128855228,0.0830370262265205,0.0543783120810986,1990,2,1981,1,"SSAF",0,0,439.991638183594,0.0325484275817871,67,19.42,1.15585,1.3359892225,32,0.1929778159,377.1364,193592.641671483,7323.988888,1544203142.82662,8544.6376135254,508564.334994507,41,1681,0.448122346086954,0.453725207583177,"Ethiopia","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,76.3980026245117,76.4229563837466,1,0,0,0,1,1981,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0
